character,scene,dialogue
ExtraDialogue,LostItemQuest_DefaultThankYou,You found it! Thank you.
ExtraDialogue,NewChild_SecondChild1,"Just look at our little family... We've come a long way, haven't we?"
ExtraDialogue,NewChild_SecondChild2,"Two beautiful children... We've come a long way, haven't we?"
ExtraDialogue,NewChild_Adoption,It's so wonderful to welcome little {0} into our life.
ExtraDialogue,NewChild_FirstChild,"Everything went well, and now little {0} is part of the family. We're very fortunate."
ExtraDialogue,Spouse_KitchenBlocked,You've got a bunch of your stuff blocking the kitchen... I guess you're not getting dinner tonight. 
ExtraDialogue,Spouse_MonstersInHouse,Um... Honey? Why are there monsters in the house?
ExtraDialogue,Farm_RobinWorking_ReadyTomorrow,Your new {0} will be finished tomorrow! Are you excited?
ExtraDialogue,Farm_RobinWorking1,Your new {0} will be ready in {1} days. Just pretend I'm not here.
ExtraDialogue,Farm_RobinWorking2,Your new {0} will be ready in {1} days. I'm going to be working on this thing day and night!
ExtraDialogue,AnimalShop_Marnie_Trash,Why are you looking through my trash can? 
ExtraDialogue,JoshHouse_Alex_Trash,Uh.. What are you doing? 
ExtraDialogue,SamHouse_Sam_Trash,"Hey, don't look in there! "
ExtraDialogue,SeedShop_Abigail_Drawers,"Hey, don't even think about it! That's private! "
ExtraDialogue,Wizard_Hatch,What are you doing? I only allow those I trust to enter there.  
ExtraDialogue,Clint_NoInventorySpace,Hey. Your tool is ready but you don't have any room in your inventory.
ExtraDialogue,Clint_StillWorking,"Um, I'm still working on your {0}. It won't be ready today."
ExtraDialogue,Gunther_MuseumComplete,The museum looks amazing! Thanks again for all your help.
ExtraDialogue,Gunther_NothingToDonate,"It doesn't seem like you have anything to donate to the museum. Better get out there and do some treasure hunting, huh?"
ExtraDialogue,Gunther_NoArtifactsFound,"But I'm hoping to remedy that soon! Hey, if you find any artifacts or minerals out there... would you let me know? Uh... This is embarrassing, but the previous curator made off with the entire collection. We don't have any artifacts for display. Hello there! Welcome to the Stardew Valley Archaeological Office."
ExtraDialogue,Sandy_PlayerClubMember,What happened? You're a club member?!
ExtraDialogue,MisterQi_PlayerClubMember,"You'll understand someday. Just keep doing your best and never give up. Didn't you ever wonder who put those treasure chests in the old mineshaft? I like to give people surprises. You see, kid... The world's like a bowl of rice. It's got substance, but it ain't worth nothin' without a good, zesty sauce. That's where we come in. People like us have a responsiblity to keep the world alive, to give folks a taste of the extraordinary. What spark? Ah... The conduit of mystery, of art... You've got the 'spark'... that's why I singled you out. It's good to finally meet ya, kid. Welcome to my exclusive clubhouse."
ExtraDialogue,Robin_HouseUpgrade_Accepted,Thank you! I'll get started tomorrow. I should be finished in around three days.
ExtraDialogue,Robin_PamUpgrade_Accepted,That's so generous of you! I'll start working on the upgrade tomorrow. It should take around three days.
ExtraDialogue,Mines_PlayerKilled_Robin,"Be a little more careful next time, okay?  ...I found you unconscious in the mines. I almost mistook you for a piece of exotic wood!"
ExtraDialogue,Mines_PlayerKilled_Clint,"Be a little more careful next time, okay?  ...I found you unconscious in the mines. I think I blew my back out, dragging you all the way up here."
ExtraDialogue,Mines_PlayerKilled_Maru_Spouse,"Be a little more careful next time, okay?  ...I found you unconscious in the mines. You were gone so long I started to get worried about you!"
ExtraDialogue,Mines_PlayerKilled_Maru_NotSpouse,"Be a little more careful next time, okay?  ...I found you unconscious in the mines. I was hunting for minerals and I almost stepped on your head!"
ExtraDialogue,Mines_PlayerKilled_Linus,"Be a little more careful next time, okay?  ...I found you unconscious in the mines. You're lucky I happened to pass by!"
ExtraDialogue,Mines_PlayerKilled_Spouse_PlayerMale,You were gone so long I started to get worried about you! I started crying when I saw your limp body... 
ExtraDialogue,Mines_PlayerKilled_Spouse_PlayerFemale,You were gone so long I started to get worried about you! I almost had a heart attack when I saw your limp body... 
ExtraDialogue,Morris_PlayerSignedUp,"Now, let me call Mayor Lewis and see about gutting that nasty old community center... Excellent! Welcome to Joja Corporation! Come back tomorrow and we can see about getting started on some community development projects... Oh, and don't forget your wallet! Hehe."
ExtraDialogue,Morris_ComeBackLater,Come back tomorrow and we can see about getting some community improvements started... Just make sure to bring a lot of money. Hehe.
ExtraDialogue,Morris_Greeting,"When you decide you want to become a Joja Member, I'll be delighted to help make your transition a joyous experience. I don't believe we've met. I'm Morris, Joja Customer Satisfaction Representative. Welcome to JojaMart! How are you doing today?"
ExtraDialogue,Morris_WeekendGreeting,We're currently in the process of setting up a brand-new membership system for our customers. Please check back soon to join! Welcome to JojaMart! How is your weekend going?
ExtraDialogue,Morris_FirstGreeting,We're currently in the process of setting up a brand-new membership system for our customers. Please check back soon to join! Welcome to JojaMart! How are you doing today?
ExtraDialogue,Morris_FirstGreeting_CommunityCenterComplete,"Unfortunately, due to unforeseen circumstances our Joja Membership offer is not currently available. I'm certain it will get sorted out soon! Welcome to JojaMart! How are you doing today?"
ExtraDialogue,Morris_WeekendGreeting_CommunityCenterComplete,"Unfortunately, due to unforeseen circumstances our Joja Membership offer is not currently available. I'm certain it will get sorted out soon! Welcome to JojaMart! How is your weekend going?"
ExtraDialogue,Morris_WeekendGreeting_MembershipAvailable,"No.  -1 -1 NoYes.  -1 -1 YesMembership costs {0}g. Well, would you like to join us?  -1 -1Oh, and another thing... Mayor Lewis promised us that if anyone else joined up, he'd let us turn that old community center into a Joja Warehouse. Isn't that wonderful? Membership is now available! With a Joja Membership, you'll be able to make improvements in the community with the help of our dedicated personnel... for a fee, of course. Welcome to JojaMart! How is your weekend going?"
ExtraDialogue,Morris_FirstGreeting_MembershipAvailable,"No.  -1 -1 NoYes.  -1 -1 YesMembership costs {0}g. Well, would you like to join us?  -1 -1Oh, and another thing... Mayor Lewis promised us that if anyone else joined up, he'd let us turn that old community center into a Joja Warehouse. Isn't that wonderful? Membership is now available! With a Joja Membership, you'll be able to make improvements in the community with the help of our dedicated personnel... for a fee, of course. Welcome to JojaMart! How are you doing today?"
ExtraDialogue,Morris_WeekendGreeting_SecondPlayer,"Hmm... Our records show that you live on a farm with some other folks... I'm sorry, but we can only sell a membership to the owner of your residence. Welcome to JojaMart! How is your weekend going?"
ExtraDialogue,Morris_FirstGreeting_SecondPlayer,"Hmm... Our records show that you live on a farm with some other folks... I'm sorry, but we can only sell a membership to the owner of your residence. Welcome to JojaMart! How are you doing today?"
ExtraDialogue,Morris_StillProcessingOrder,We're currently processing your last Community Development order. Please come back after the work is complete.
ExtraDialogue,Morris_CommunityDevelopmentForm_PlayerMale,"No  -1 -1 NoYes  -1 -1 YesI've got the Joja Community Development Form right here for you, sir. Care to take a look?  -1 -1"
ExtraDialogue,Morris_CommunityDevelopmentForm_PlayerFemale,"No  -1 -1 NoYes  -1 -1 YesI've got the Joja Community Development Form right here for you, miss. Care to take a look?  -1 -1"
ExtraDialogue,PurchasedItem_1_QualityHigh," Anyways... I'm glad Pierre's stock is starting to expand again. I cooked it up for dinner last night... It filled the house with a {3} smell.. It was a hit!   So I stopped by Pierre's the other day and bought {1} {2}. It was the first time I've seen one of those there in a while...  Hey, {0}."
ExtraDialogue,PurchasedItem_1_QualityLow," Anyways... I cooked it up for dinner last night... It filled the house with a {3} odor. I don't even want to know where Pierre found that thing.   So I stopped by Pierre's the other day and bought {1} {2}. It was the first time I've seen one of those there in a while...  Hey, {0}."
ExtraDialogue,PurchasedItem_2_QualityHigh,It was pretty high-quality stuff. I'm impressed. Hi... did you sell {1} {2} to the general store the other day? I think I bought it...
ExtraDialogue,PurchasedItem_2_QualityHigh_Jodi,It was pretty high-quality stuff. As soon as I smelled it I was back in Granny's old cottage... Hi... did you sell {1} {2} to the general store the other day? I think I bought it...
ExtraDialogue,PurchasedItem_2_QualityLow,The quality was decent. Hi... did you sell {1} {2} to the general store the other day? I think I bought it...
ExtraDialogue,PurchasedItem_3_QualityLow_Rude, It was {4}! No wonder Pierre was selling that {5} for so cheap... I went shopping last night and picked up {1} {2} on sale for only {3}g.
ExtraDialogue,PurchasedItem_3_QualityHigh_Rude, It was actually pretty {4}. I went shopping last night and picked up {1} {2} on sale for only{3}g.
ExtraDialogue,PurchasedItem_3_NonRude, I couldn't pass up that great price. I went shopping last night and picked up {1} {2} on sale for only {3}g.
ExtraDialogue,PurchasedItem_4,I bought it.  So I was at the store the other day and Pierre showed me {1} {2} you brought in.
ExtraDialogue,PurchasedItem_5_VegetableOrFruit,"Looks like you might have some competition, huh? He said that he grew the thing in his own backyard. I didn't know Pierre was such a talented farmer!  I bought the tastiest {2} from Pierre's shop the other day. "
ExtraDialogue,PurchasedItem_5_Cooking,He said he cooked the thing himself using local ingredients. I didn't know Pierre was such {3} {4} chef! I bought the tastiest {2} from Pierre's shop the other day. 
ExtraDialogue,PurchasedItem_5_Foraged,I bought the tastiest {2} from Pierre's shop the other day. He said he found it himself while exploring the mountains. I didn't know Pierre was such a talented forager!
ExtraDialogue,PurchasedItem_Teen,"Hey, so I picked up {2} at the store last night. My mom wanted something good for dinner."
ExtraDialogue,PurchasedItem_Abigail_QualityLow,Unfortunately it tasted like {3}.  Hey. We had one of those {2}s you sold at the shop for dinner last night... I guess it was starting to go bad and my Dad couldn't bear to throw it out. 
ExtraDialogue,PurchasedItem_Abigail_QualityHigh,"It was still pretty good, though. Hey. We had one of those {2}s you sold at the shop for dinner last night... I guess it was starting to go bad and my Dad couldn't bear to throw it out. "
ExtraDialogue,PurchasedItem_Caroline_QualityLow,"Now the whole thing smells horrendous. Where did you find that thing again? Oh, @... This is embarrassing. I threw one of your {2}s you sold us into my compost bin. "
ExtraDialogue,PurchasedItem_Caroline_QualityHigh,"But on the bright side, the worms are really loving it! They've never looked happier! Oh, @... This is embarrassing. I threw one of your {2}s you sold us into my compost bin. "
ExtraDialogue,PurchasedItem_Pierre_QualityLow,"... well,... back to business, huh? I can't say it was a hit...   Hey, remember that {2} you sold me the other day? I ended up serving it to the family for a special dinner."
ExtraDialogue,PurchasedItem_Pierre_QualityHigh,"... well,... back to business, huh? My wife loved it! ...And Abby even started going to town on it after I smothered the thing in hoisin sauce.   Hey, remember that {2} you sold me the other day? I ended up serving it to the family for a special dinner."
ExtraDialogue,PurchasedItem_Haley,I don't like health food...  Emily tried to serve me {1} {2} for dinner last night... I threw it away when she wasn't looking.
ExtraDialogue,PurchasedItem_Elliott,"I saw that Pierre had fresh {2} in the shop the other day! Marvelous. It smelled just perfect... and firm, too!"
ExtraDialogue,PurchasedItem_Alex,"Hey, so I picked up {1} {2} at the store last night. Grandma made her special casserole..."
ExtraDialogue,PurchasedItem_Leah,The other day I bought {1} {2} at Pierre's. It was perfect on a bed of greens and a dash of my 'special' vinaigrette.
ExtraDialogue,PurchasedItem_1_QualityHigh_Willy," Anyways... He told me you caught it yourself... I'm impressed! So I cooked it up for dinner last night, and it filled the house with a {3} smell.. It was a hit!   So I stopped by Willy's the other day and bought {1} {2}. I've never seen one so fresh!  Hey, {0}."
ExtraDialogue,PurchasedItem_1_QualityLow_Willy,"Anyways... I cooked it up for dinner last night... and, uh... It filled the house with a {3} odor. I don't even want to know where you found that thing...   So I stopped by Willy's the other day and bought {1} {2}. He said you caught it yourself!  Hey, {0}."
ExtraDialogue,PurchasedItem_2_QualityHigh_Willy,It was pretty high-quality stuff. I'm impressed. Hi... did you sell {1} {2} to the fish shop the other day? I think I bought it...
ExtraDialogue,PurchasedItem_2_QualityHigh_Jodi_Willy,It was pretty high-quality stuff. Very firm meat. Hi... did you sell {1} {2} to the fish shop the other day? I think I bought it...
ExtraDialogue,PurchasedItem_2_QualityLow_Willy,"It smelled kind of fishy, but it was alright. Hi... did you sell {1} {2} to the general store the other day? I think I bought it..."
ExtraDialogue,PurchasedItem_3_QualityLow_Rude_Willy, It was {4}! No wonder Willy was practically giving that {5} away... I went shopping last night and picked up {1} {2} on a 'chum-bucket' sale for only {3}g.
ExtraDialogue,PurchasedItem_3_QualityHigh_Rude_Willy, It was actually pretty {4}. I went shopping last night and picked up {1} {2} on sale for only{3}g.
ExtraDialogue,PurchasedItem_3_NonRude_Willy, I couldn't pass up that great price. I went shopping last night and picked up {1} {2} on sale for only {3}g.
ExtraDialogue,PurchasedItem_4_Willy,I cooked it up for dinner with some lemon and a side of rice pilaf. Pretty good!  So I was at Willy's other day and he showed me {1} {2} you brought in.
ExtraDialogue,PurchasedItem_Pierre_QualityLow_Willy,"T'was the mealiest fish I've ever set me gums on...  Ahoy... you know that {2} you sold me the other day? Well, I sizzled it up in me cabin last night..."
ExtraDialogue,PurchasedItem_Pierre_QualityHigh_Willy,"T'was the finest fish I've had since I was a wee lad!  Ahoy! Remember that {2} you brought in the other day? Well, I sizzled it up in me cabin last night..."
ExtraDialogue,Town_DumpsterDiveComment_Child,Eww... What are you doing? 
ExtraDialogue,Town_DumpsterDiveComment_Linus,Find anything good? 
ExtraDialogue,Town_DumpsterDiveComment_Teen,Um... Why are you digging in the trash? 
ExtraDialogue,Town_DumpsterDiveComment_Adult,"Hey, Stop that! ...Yuck! "
ExtraDialogue,SkullCavern_100_event,"Even so, it must have been a lot of work to mine all that stone. And that sort of dedication is praiseworthy. You're a rare one, kid. MrQi ""Now... go over to the table and drink this special milk I've prepared for you. MrQi ""It's called 'Iridium Snake Milk'... one healthy swig of that and you'll become even more powerful. ""The taste is awful, and the texture is even worse. ""... But your health is permanently increased by 25!/ MrQi ""Good luck out there, kid. ...although you did skip a bunch of levels by crafting staircases. Clever, sure... but not very honorable.  I had to see for myself! MrQi ""Impressive... very impressive. Making it all the way down here is quite a feat!$ MrQi ""Well, well, well... you made it. MrQi ""Come closer, now... don't be shy./speak MrQi ""I heard you were attempting a deep dive into these caverns today..."
ExtraDialogue,SkullCavern_100_event_honorable,"That's why you're special, kid... see? You lead by example. I like that. MrQi ""Now... go over to the table and drink this special milk I've prepared for you. MrQi ""It's called 'Iridium Snake Milk'... one healthy swig of that and you'll become even more powerful. ""The taste is awful, and the texture is even worse. ""... But your health is permanently increased by 25!/ MrQi ""Good luck out there, kid. You understand the importance of challenging yourself, and holding yourself to the highest standard, even if no one is watching. That shows you're the real deal, kid. You've got principles. I'm very pleased that you challenged yourself and came down the honorable way, instead of skipping all the levels by crafting staircases. I had to see for myself! MrQi ""Impressive... very impressive. You passed my test with flying colors, kid.$ MrQi ""Well, well, well... you made it. MrQi ""Come closer, now... don't be shy./speak MrQi ""I heard you were attempting a deep dive into these caverns today..."
ExtraDialogue,Robin_UpgradeConstruction_Festival,"Okay, I'll start working on your {1} upgrade the day after tomorrow. I always take festivals off. "
ExtraDialogue,Robin_UpgradeConstruction,"Okay, I'll start working on your {1} upgrade first thing tomorrow morning! "
ExtraDialogue,Robin_NewConstruction_Festival,"Okay, I'll start working on your new {0} the day after tomorrow. I always take festivals off. "
ExtraDialogue,Robin_NewConstruction,"Okay, I'll start working on your new {0} first thing tomorrow morning! "
ExtraDialogue,Robin_Instant,"This {0} is pre-fabricated, so there's no construction time! Convenient, isn't it? "
ExtraDialogue,Morris_JojaCDConfirm,Excellent! We'll get our workers on it tonight. It should be ready for you by tomorrow.
ExtraDialogue,Morris_BuyMovieTheater,"No  -1 -1 NoYes  -1 -1 YesWe could make this happen for a small investment of... ... 500,000g...   -1 -1 Ah, our favorite customer... I have exciting news for you! Joja headquarters has approved the construction of a new Joja 'entertainment opportunity' to replace the nearby Joja Warehouse. We just need an investor willing to support our vision! So, naturally, I turn to you... our most devoted and generous Joja member."
ExtraDialogue,Morris_TheaterBought,... I mean... Excellent! Our Joja Construction Team will begin work on the new building tonight! Thank you for supporting our work. Half a mil...! 
ExtraDialogue,Morris_NoMoreCD,Ah! My favorite customer... Unfortunately I have no more community development projects available at the moment.
ExtraDialogue,Island_willy_rescue,"The island can be a dangerous place. You really had me worried... I thought you were a goner! Be a little more careful out there...  Are you okay? I found you washed up on the shore, lad. ^Are you okay? I found you washed up on the shore, miss. "
ExtraDialogue,Island_leo_rescue,"Please be safe out there. I don't want to be sad anymore...  My bird-friends spotted you and told me you were in danger, so I dragged you all the way down here.  It seems like you're going to live. "
ExtraDialogue,Birdie0,"I never thought I'd see a new face on this island, dear. But I'm glad you're here!"
ExtraDialogue,Birdie1,"Have you been inside the volcano? It's filled with the ruins of their strange machines... It's rumored that long ago, a great civilization of dwarves lived on this very island."
ExtraDialogue,Birdie2,"If you're ever feeling queasy in the stomach, a bite of ginger does wonders, dear..."
ExtraDialogue,Birdie3,Have you been to the secret shrine in the jungle? The flowers there smell lovely... It's one of my favorite spots on the island. 
ExtraDialogue,Birdie4,"Every morning for breakfast, I have a bowl of poi and a glass of freshly squeezed mango juice. It keeps me young!"
ExtraDialogue,Birdie5,I walk the beach every day to see if anything new has washed ashore. There's a lot floating around out there!
ExtraDialogue,Birdie6,"My hut may be small, but it's more than enough for what I need. And best of all, I built it myself."
ExtraDialogue,Birdie12,"Sorry to trouble you, my dear. I sometimes get carried away by thoughts... ... To live in a world of endless potential, we can never know if we've made the right choices. "
ExtraDialogue,Birdie15,"Fruit, fish, and foraged food... It's a good diet! I feel as healthy as ever."
ExtraDialogue,Birdie17,"The weather is warm and lovely year round, my dear... it feels perfect for me bones..."
ExtraDialogue,Birdie19,Have you seen the little banana altar in the jungle? If I had a banana I'd set it there and see what happens... heh heh... 
ExtraDialogue,Birdie22,"Hello, dear... you look healthy and in good spirits today! "
ExtraDialogue,Birdie23,"I've been here so long, I can't even hear the ocean anymore..."
ExtraDialogue,Birdie28,"It's a full moon, tonight... Whether your fortune be good or bad, be on the alert, my dear... The spirits are restless."
ExtraDialogue,Birdie_NoGift,"Oh, no no no... I don't need any gifts, my dear. You keep it."
ExtraDialogue,ProfessorSnail_Hint_828,"My research suggests that a species of frog once lived on this island. They would've inhabited a dark, damp area, with lots of vegetation..."
ExtraDialogue,ProfessorSnail_Hint_827,"Long ago, a rare species of cave-bat made their home here. The evidence suggests they were adapted to tolerate intense heat. Interesting, huh?"
ExtraDialogue,ProfessorSnail_Hint_826,Hmm... My nose is telling me that snake spines might be found in the western region of the island.
ExtraDialogue,ProfessorSnail_Hint_825,"If you see something wiggling in the dirt, make sure to excavate it. You never know what might be under there!"
ExtraDialogue,ProfessorSnail_Hint_824,"Before I got stuck in that cave, I was exploring the little gully nearby. The stones there are full of fossils! If I were you, I'd be breaking them open to look for bones."
ExtraDialogue,ProfessorSnail_Hint_822,"You know, I bet if you did some panning, you could find some interesting stuff in the nearby river."
ExtraDialogue,ProfessorSnail_Hint_821,"You know, there's some great fishing on this island. From what I know, many of the fish enjoy nibbling on ancient bones..."
ExtraDialogue,ProfessorSnail_Hint_820,Have you found any golden coconuts on the island? It's rumored that many interesting things can be found inside of them...
ExtraDialogue,SummitEvent_Intro_Lewis,Wow... Look at that view.
ExtraDialogue,SummitEvent_Dialogue1_Lewis,"People have come and gone. We've lived through times of hardship, and times of plenty. You know, @... I've been mayor of Pelican Town for a long time."
ExtraDialogue,SummitEvent_Dialogue2_Lewis,"And in the process, you've changed the valley forever. You've taken the farm beyond the wildest dreams of your Grandfather. But I have to say, in all the years I've been mayor, nothing has made me so proud as seeing  Farm blossom under your care. "
ExtraDialogue,SummitEvent_Outro_Lewis,"...Thank you. Who knew a humble farmer moving to town would change everything?  But now, I feel completely at ease.  years ago, I was deeply worried about the future of the valley.  You might not realize it, but I care a lot about this town, @."
ExtraDialogue,SummitEvent_Intro_Morris,"Ah, @... My favorite Joja member."
ExtraDialogue,SummitEvent_Dialogue1_Morris,"What self-respecting Joja Manager would want to preside over a tiny, backwater location like Pelican Town?  You know, when I was first assigned to this location over  years ago, I considered it a step back in my career."
ExtraDialogue,SummitEvent_Dialogue2_Morris,"Working here has opened my eyes to a different way of life. It's hard to say this, but... It's been... a humbling experience. But I have to say, this valley has really grown on me, over the years."
ExtraDialogue,SummitEvent_Outro_Morris,"Our strength comes from our members, and you've shown exemplary drive and ingenuity. It makes me proud to work for the company.  I just want to say, @... I appreciate all the hard work you've done for Joja Co."
ExtraDialogue,SummitEvent_Intro_Spouse,"Hey, @."
ExtraDialogue,SummitEvent_Intro2_Spouse,It's so beautiful up here...
ExtraDialogue,SummitEvent_Intro2_Spouse_Gruff,"Great view, huh?"
ExtraDialogue,SummitEvent_Dialogue1_Spouse,"I was just thinking about the last  years... spouse ""We've been through a lot together, haven't we? "
ExtraDialogue,SummitEvent_Dialogue2_Spouse,...But look how far we've come.
ExtraDialogue,SummitEvent_Dialogue3_Alex,"I've finally discovered who I want to be... and I feel certain about the future. Alex ""I don't think I would've gotten here without you, @."
ExtraDialogue,SummitEvent_Dialogue3_Sebastian,"...but you've shown me that the world isn't such a dark place, after all.$ Sebastian ""...That's one of the reasons I love you... Before I met you, I spent most of my time turned away from reality... because I thought I'd never find happiness."
ExtraDialogue,SummitEvent_Dialogue3_Sam,"Even if that means just doing normal stuff, like... uh... buying groceries and changing diapers... hah... 0 But I'm at a place, now, where I'm actually really excited about our future together...  ...you might call it 'maturity'... hehe. 0 I feel like I've changed a lot from when we first met... you know?"
ExtraDialogue,SummitEvent_Dialogue3_Shane,"I have no regrets marrying you!  Uh.. I guess what I want to say is... I guess keeping things light-hearted makes it so I don't have to open up and make myself vulnerable. Shane ""But every season that goes by, with you, I get a little more comfortable with myself. Which would be a shame, because the bird-watching up here is phenomenal!$ Shane ""Heh... I... I tend to joke a lot, because...well...  If I hadn't met you, @... I might not even be here right now."
ExtraDialogue,SummitEvent_Dialogue3_Elliott,"How poetic!  We've reached the summit, but not just physically... metaphorically as well. Heh... it just dawned on me... "
ExtraDialogue,SummitEvent_Dialogue3_Harvey,"I... I love and admire you very much, @...  When I'm next to you, I'm not even scared of falling off this cliff and dashing onto the sharp rocks below...$ Harvey ""... "
ExtraDialogue,SummitEvent_Dialogue3_Abigail,"I'm just happy I get to explore this world, with you by my side...  Standing here, looking out on the horizon... I get a feeling of endless possibility."
ExtraDialogue,SummitEvent_Dialogue3_Emily,"Now, it's all come true. Emily ""The world is a mysterious and special place...  I've always known I would be standing here with you, someday. I've always felt it in my heart. This is a special moment..."
ExtraDialogue,SummitEvent_Dialogue3_Haley,"As a little girl, I always dreamed that one day, I would climb to the summit with my true love, and share a kiss.  ... $ Haley ""Oh, it's just that..."
ExtraDialogue,SummitEvent_Dialogue3_Leah,"I wouldn't want to be anywhere else, but here with you.  I think we've both found what we were looking for in this place."
ExtraDialogue,SummitEvent_Dialogue3_Penny,"We have a beautiful home and a thriving family... it's all I've ever dreamed of, and more. "
ExtraDialogue,SummitEvent_Dialogue3_Maru,"You've really accomplished a lot since you moved here, @. It's incredible. Maru ""I think it's safe to say that you were meant to be a farmer! "
ExtraDialogue,SummitEvent_closingmessage,It's been a long road...
ExtraDialogue,SummitEvent_closingmessage2,You challenged yourself to reach the summit
ExtraDialogue,SummitEvent_closingmessage3,What an accomplishment!
ExtraDialogue,SummitEvent_closingmessage4,We've been watching every step of the way
ExtraDialogue,SummitEvent_closingmessage5,And you've made us very proud!
Locations,AdventureGuild_KillList_Header,"------------------------------
			 --Monster Eradication Goals--
             ""Help us keep the valley safe.""
------------------------------"
Locations,AdventureGuild_KillList_LineFormat,{0}/{1} {2}
Locations,AdventureGuild_KillList_LineFormat_None,{0}/{1} ????
Locations,AdventureGuild_KillList_LineFormat_OverTarget,{0} {2} *
Locations,AdventureGuild_KillList_Slimes,Slimes
Locations,AdventureGuild_KillList_VoidSpirits,Void Spirits
Locations,AdventureGuild_KillList_Bats,Bats
Locations,AdventureGuild_KillList_Skeletons,Skeletons
Locations,AdventureGuild_KillList_CaveInsects,Cave Insects
Locations,AdventureGuild_KillList_Duggies,Duggies
Locations,AdventureGuild_KillList_DustSprites,Dust Sprites
Locations,AdventureGuild_KillList_RockCrabs,Rock Crabs
Locations,AdventureGuild_KillList_Mummies,Mummies
Locations,AdventureGuild_KillList_PepperRex,Pepper Rex
Locations,AdventureGuild_KillList_Serpent,Serpents
Locations,AdventureGuild_KillList_Footer,"
  -See Gil to claim your rewards."
Locations,AnimalHouse_Incubator_RemoveEgg_Question,Remove the egg?
Locations,AnimalHouse_Incubator_Hatch_VoidEgg,A new chick hatched... It looks odd.
Locations,AnimalHouse_Incubator_Hatch_RegularEgg,A new baby chick hatched!
Locations,AnimalHouse_Incubator_Hatch_DuckEgg,A new baby duckling hatched!
Locations,AnimalHouse_Incubator_Hatch_DinosaurEgg,A new baby ...lizard?... hatched.
Locations,BeachNightMarket_Closed,Opens at 5pm.
Locations,BeachNightMarket_SubmarineInUse,The submarine is currently in use. Come back later.
Locations,BeachNightMarket_GiftGiverClosed,Merchant: The night market starts at 5pm... visit me then for a free cup of coffee! 
Locations,BeachNightMarket_GiftGiverQuestion,Merchant: Hello there! Care for a cup of coffee?
Locations,BeachNightMarket_GiftGiverEnjoy,"Merchant: Mmm... smells great, doesn't it?"
Locations,BeachNightMarket_PainterClosed,"Famous Painter Lupini: Come back when the market opens, if you wish to purchase my fine work."
Locations,BeachNightMarket_PainterQuestion,Famous Painter Lupini: I'm selling this painting for 1200g. What do you say?
Locations,BeachNightMarket_PainterSold,Famous Painter Lupini: My apologies... I have no more paintings to sell today.
Locations,BeachNightMarket_WarperQuestion,Shrouded Figure: I can send you home for 250g.
Locations,Beach_FixBridge_Question,Use 300 pieces of wood to fix the bridge?
Locations,Beach_FixBridge_Hint,Hmmm... With 300 pieces of wood this could be fixed.
Locations,Beach_GoneFishingMessage,"    Gone fishing.

   I'll be back tomorrow."
Locations,Beach_Mariner_Player_Male,lad
Locations,Beach_Mariner_Player_Female,miss
