character,scene,dialogue
Abigail,Wed2,"Me too. Oh! Nothing physical... just some online classes I'm taking.$eOh, hi @. Taking a break from your work?"
Abigail,Tue4,"I want to take my mind off things for a while... how is your day going?$eHi, I'm glad to see you.$h"
Abigail,Sat6,Interesting. I'd like to go there myself one of these days.$l$eSo have you been exploring the mountain caves at all?$eYou came all this way to visit me? That's nice.$h
Abigail,Mon8,"Want to hang out for a while? Here! Let me read your palm. *giggle* $h$e...Oh, @! Hi.$h"
Abigail,Thu10,"Not in a bad way, though.$h$bDo you feel like everything seems unreal lately?$l$eHi.$l"
Abigail,Fri6,"It's better to be like them, isn't it?$eThe birds were happily chirping today. They're too simple to understand the future."
Abigail,Event_VideoGame_Yes,Great! I'm sure you'll be able to beat this level with ease.$h
Abigail,Event_VideoGame_No,"Oh? *sigh*... I guess I'll never get past this level, then...$s"
Abigail,Event_Grave1,"I've lived in the valley my whole life, but I've never really done anything memorable. I want to go on an adventure!$8$bSee? You understand why I'm out here, then."
Abigail,Event_Grave2,"I've lived in the valley my whole life, but I've never really done anything memorable. I want to go on an adventure!$8$bSure. I don't want to kill anything, either. I just want to do a little exploring without risking my neck!"
Abigail,Event_Grave3,"I've lived in the valley my whole life, but I've never really done anything memorable. I want to go on an adventure!$8$bI'm not some fragile princess.. I can take care of myself!$a$bOh, it's because I'm a girl... isn't it? Ugh...$u^Why? I'm just as strong as you!$a"
Abigail,Event_Grave4,"I've lived in the valley my whole life, but I've never really done anything memorable. I want to go on an adventure!$8$bReally? That's surprising.$8"
Abigail,Event_Rain_1,I see...$8
Abigail,Event_Rain_2,Yea... I guess you would be one to appreciate this somber ambience.
Abigail,Event_Rain_3,...That's true.$8
Abigail,Event_Tragic_1,Yeah... I guess my own life is okay...$s
Abigail,Event_Tragic_2,...!$h
Abigail,Event_Tragic_3,But I don't.$s$bI would feel better if I could believe that...
Abigail,Event_Cave2_1,@...$8
Abigail,Event_Cave2_2,@... I'm alright.$8
Abigail,Event_Cave_1,...okay.$8
Abigail,Event_Cave_2,"I guess when you have something to lose, it's normal to be afraid...$l"
Abigail,Event_Cave_3,"...Um, okay. Sorry.$9"
Abigail,summer_1,The air is so muggy I feel like I'm floating in soup.$eSummer's here. It's not really my favorite season.
Abigail,summer_Mon,"My pet guinea pig, David, just hates this hot weather. He's fussy."
Abigail,summer_Tue,The air is so thick with honey and nectar all summer. I almost feel dizzy.$u
Abigail,summer_Wed,Have you decorated your house at all? That's what I'd be doing if I had a house.
Abigail,summer_6,"Or maybe that was just a dream I had... It doesn't feel real anymore.$eI went to the beach last night, after dark... Sometimes you can see strange lights bobbing over the sea."
Abigail,summer_Thu,If I knew how to use a sword I would be exploring those caves by the mountain lake right now. It's probably nice and cool in there.
Abigail,summer_Thu4,"Ew, I hope I don't get a tan this summer.$s"
Abigail,summer_Fri,"I kind of wish I had a cat. Unfortunately, my Dad is allergic to pretty much everything."
Abigail,summer_Sat,"I'm looking forward to fall... the cool mountain breeze, the swirling red petals, the smell of mushrooms... *sigh*"
Abigail,summer_Sun,"Joja Mega-Mall$r 25 0 Sun_25The old, gnarled forest$r 26 30 Sun_26In a dark cave$r 26 30 Sun_26The beach$r 25 0 Sun_25Okay... pretend you just won a free vacation. Where would you go?$q 25/26 summer_Sun_oldDo you ever get an urge to go exploring, @?"
Abigail,summer_Sun_old,"I do... but you probably wouldn't like the places I'm thinking about...|Maybe we'll be neighbors someday. I think we both have similar, weird tastes.$h$p 25"
Abigail,Sun_25,Huh. I think that would get old fast.
Abigail,Sun_26,Yea! That sounds wonderful.$h
Abigail,summer_Wed2,"The creak of a floorboard, the slow plumes of dust whispering through the rafters... There's something special about an old building, isn't there?$bI would love to live in an old farmhouse like you."
Abigail,summer_Tue4,"You're an interesting guy, @. I'm glad you moved here.$h^You're an interesting lady, @. I'm glad you moved here.$h"
Abigail,summer_Sat6,It's funny how quickly one's outlook can change.$eI'm actually enjoying myself this summer.$h
Abigail,summer_Mon8,"I used to think Pelican Town was kinda drab, but lately I'm starting to love some things about it.$h"
Abigail,summer_Thu10,"I mean, that summer air is really good for the complexion, isn't it?... heh...$l$eWow, you look nice today."
Abigail,summer_Fri10,Do you ever get lonely on your farm?
Abigail,fall_1,I was getting so tired of summer.$eAh... Fall's here!$h
Abigail,fall_Mon,I need to stretch my legs and get some fresh air today.
Abigail,fall_Tue,"I try to help out in the shop on most days. Business has been pretty bad since the Joja Mart opened, though.|Ever since Joja Mart shut down we've been doing great at the shop!$h$d joja"
Abigail,fall_Wed,"The spirit's eve festival happens at the end of the season. It's pretty low-key compared to what you'd see in Zuzu City, but for a small town like this it's a lot of fun.$eI can't wait to see some pumpkins this year.$h"
Abigail,fall_Thu,%Abigail doesn't seem to be interested in talking right now.$eLast night I dreamt that my left hand had turned into a gigantic %noun. Does that mean anything?$1 AbigailHAND
Abigail,fall_Sat,I can't believe you fixed up that old Community Center all by yourself. I'm really impressed.|Do you have any scarecrows on your farm?$d cc
Abigail,fall_Sun,I like your hair just the way it is!$r 28 0 Sun_28How about bubblegum pink?$r 27 20 Sun_WildColorWhy not blonde?$r 27 10 Sun_27Dye it black.$r 27 10 Sun_27I was thinking about dyeing my hair again... what do you think?$q 27/28 fall_Sun_oldHmm... what should I do tonight?
Abigail,fall_Sun_old,I was going to dye my hair but then I decided against it.|Yes? What is it?$p 27
Abigail,Sun_27,"I'll think about it.$eI guess that's a pretty safe choice, huh?"
Abigail,Sun_28,Of course that's what you'd say.$u
Abigail,Sun_WildColor,You're always good for a laugh.$h
Abigail,fall_Wed2,Save one for me!$h$eAre you growing pumpkins on your farm this year?
Abigail,fall_Tue4,"I dunno why I'm saying this to you. Don't tell anyone.$8$bI may fight with my parents a lot, but I know they're just looking out for me. They're doing what they think is best.$s"
Abigail,fall_Sat6,Your hair looks cool today... did you do something different?$eHi.$h
Abigail,fall_Mon8,"But how would that ever happen? *chuckle*$l$eYou know, I could actually see myself becoming a farmer some day..."
Abigail,fall_Thu10,"It was a good dream.$h$eI had an interesting dream last night, with you in it."
Abigail,fall_Fri6,"When the wind really picks up, I almost feel like a kid again.$eI wish the season lasted a little longer.$8"
Abigail,fall_Fri10,"@, what are your plans for the future?$eI usually feel lonely this time of year, but not anymore.$l"
Abigail,winter_1,"But I like winter, too!$h$eWell, fall is over...$s"
Abigail,winter_Mon,But I do enjoy building a snowgoon.$h$eIt's just too cold to go outside much.
Abigail,winter_Tue,Doesn't a steaming hot cup of cocoa sound good right now?
Abigail,winter_Wed,Hi. Is it boring to be a farmer during the winter?
Abigail,spring_12,I'm definitely going to enter the egg hunt tomorrow. Are you?
Abigail,spring_23,"Well, tomorrow is the flower dance. Dancing is alright, but they make me wear this stupid white dress...$s"
Abigail,winter_7,I'm looking forward to making a snow man tomorrow.
Abigail,fall_26,Will I see you tomorrow at the Spirit's Eve festival? Look for me in the haunted maze.$h
Abigail,summer_10,"Everyone's excited for the Luau tomorrow. Maybe a little nervous, too, considering the Governor will be here."
Abigail,summer_27,You can't miss tomorrow's festival. It's one of the most beautiful wonders of the valley.
Abigail,winter_24,I'm going to eat so much cranberry sauce tomorrow.$h
Abigail,winter_Thu,"It goes by so fast, doesn't it?$s$eAnother year is almost over."
Abigail,winter_Fri,One thing I've learned living here... everyone stares at you if you look different.
Abigail,winter_Sat,Bye.$eThat means I can play twice as many video games.$h$eIt's the weekend!
Abigail,winter_Sun,"I don't like either of them.$r 29 -50 Sun_BadI like the orc with the battleaxe.$r 30 5 Sun_30I like the jungle island and the tiger.$r 29 20 Sun_29I made these two drawings. What do you think?$q 29/30 winter_Sun_oldOh, hello."
Abigail,winter_Sun_old,Remember those drawings I showed you a while ago? I accidentally threw them away.$s|Remember that drawing I showed you with the orc? I entered it into an online contest and won 50g!$h$p 29
Abigail,Sun_29,Oh yeah? I guess that makes sense.
Abigail,Sun_30,I'm glad. It's embarrassing to share your art with others. But I think you and I are on the same page.
Abigail,Sun_Bad,Rude! Why would you hurt my feelings like that? You're so insensitive!$s
Abigail,winter_Wed2,"As long as I'm not changing, of course!$eHi. If you're ever bored, you can always hang out in my room."
Abigail,winter_Tue4,"It's so cold, I wish we had a hot cup of cocoa to share.$h"
Abigail,winter_Sat6,...It's a secret.$h$bOh! You want to know what it's about? Well...$u$eI've been daydreaming a lot lately...
Abigail,winter_Thu10,"But this was a really good year, don't you think?$h$bAnother year is almost over..."
Abigail,winter_Wed6,And that means you can hang out with me more often!$h$eIt must be nice not having crops to worry about this time of year.
Abigail,winter_Fri10,"That's all... *sigh*$s$eIt's just... um... well... your boots! They, uh...look really clean... *gulp*$e@, there's something I want to tell you..."
Alex,Introduction,"I'll see you around.$eOh, hey. So you're the new guy, huh? Cool.^Hey, you're the new girl, huh? I think we're going to get along great. I'm Alex."
Alex,Resort_Entering,"Finally, we're here!"
Alex,Resort_Leaving,Aw... I guess it can't last forever.$s
Alex,Resort_Wander,I knew I shoulda brought a frisbee... Oh well.$h
Alex,Resort_Wander_2,"Don't worry, I'll go easy!$h$eI wonder if anyone would be up for a volleyball tournament."
Alex,Resort_Shore,"... Don't worry, I'm not going to try it.$h$bI'm guessing at least a mile.$eI wonder how far I could swim out, and still make it back?"
Alex,Resort_Chair,"Aren't you hot in that outfit? C'mon, man... It's the beach!^Aren't you hot in that outfit? You gotta get some ocean breeze goin'!"
Alex,Resort_Towel,"With this island open, there's no excuse to be pasty anymore!"
Alex,Resort_Towel_2,"Kind of a shame to have them hidden away all the time back home.$ePhew, it feels good to finally get these abs a little sunlight."
Alex,Resort_Towel_3,"But for now, this place will do just fine!$h$eWhen I go pro, I'll vacation on islands all around the world."
Alex,Resort_Bar,I'm ordering a banana shake with two scoops of protein powder.
Alex,Resort,Ah... The island life. I could get used to this!
Alex,danceRejection,Nah... I'm gonna ask someone else. Good luck.
Alex,divorced,I thought we had something special... I guess I was wrong.$s
Alex,dumped_Guys,You're not worth my time.$a
Alex,secondChance_Guys,"I don't know if I can trust you anymore, but I'm willing to give you a chance.$9"
Alex,breakUp,"*huff*... Got it. Alright... well, you've made your choice. You're not gonna see me begging.$a$bYou're giving me wha...?$7"
Alex,Mon,See this little star on my jacket here? That proves it.$eDid you know I was an all-star quarterback in high school? It's true.$u
Alex,Tue,"*sigh*... I wish there were more girls in this town, know what I mean?$s^Hey, do you wanna hang out with me at the beach some time? Do you have a bikini?$eYou gotta spend some time in the sun or else you'll get all pale.eThe beach is a cool place to hang out and soak up some rays."
Alex,Wed,"(angry) What's that supposed to mean?$r 5 0 Wed_01_03I want to play catch with you!$r 5 15 Wed_01_01I'm fine just watching you from a distance.$r 6 0 Wed_01_02I'd ask you to throw the ball around, but you don't really seem like the sports type.^If you weren't a girl I'd ask you to play catch.$q 5/6 Wed_01_old$eLooks like a good day to play catch, huh?$u"
Alex,Wed_01_old,Go long! ...just kidding. Hahaha.|I just wish I had someone to play catch with...$s$p 5
Alex,Wed_01_01,"My arm's a little sore, but maybe next time.$bReally? I guess I underestimated you."
Alex,Wed_01_02,"Yeah, some people just aren't made for sports."
Alex,Wed_01_03,Uh... nevermind.
Alex,Thu,The air's starting to warm up... I'm feeling pumped.
Alex,Fri,"Every time I do push-ups I try to do one more than last time. Pretty cool strategy, huh?eOh, I almost forgot! It's my day for doing push-ups!eHey, what's up farmer guy?^Hey, it's farm girl. Did you get new pants? You're doing something right."
Alex,Sat,"I must've done a thousand push-ups yesterday.eMy arms are really sore, but that's the sign of progress for a guy like me."
Alex,Sun,"What, you wanna talk to me? I'm busy.$eHey."
Alex,Sun2,"That's right, I remember your name.$eHey, @."
Alex,Sun4,"How's your day going?$eHey, @."
Alex,Fri4,"Just kidding.$h$eNow Grandpa, on the other hand...$eI'm not ashamed to say that I love my Grandma!eHey, @. I'm glad you stopped by."
Alex,Tue6,Nothing's better than an energetic day at the beach with your friends... right?
Alex,Mon8,"I still want to go pro, but it's not the most important thing in the world.$eYou know, I used to want fame and fortune, but lately I've been starting to sing a different tune. In the end it's the humble little things that satisfy, don't you think?"
Alex,Fri8,Hi @. You look sporty today.$h^Hey @. Did you do something different with your hair? Something keeps grabbing my attention.$h
Alex,Sat10,I've been having a hard time staying focused lately.$l
Alex,Event_beach1,Of course you do. If you didn't I'd think you were crazy. Or some kind of nerd.
Alex,Event_beach2,Sorry.$bReally? You must be some kind of weirdo.$a
Alex,Event_books1,"No, I'm not! You're just trying to flatter me.$a"
Alex,Event_books2,"Yeah, I guess you're right...$s"
Alex,Event_books3,You were supposed to disagree with me.$a
Alex,event_box1,Make it or not... As long as I try my hardest I think she'd be proud. Thanks.$bYes... I know. That's why I've been so determined to be successful with my sports stuff...$9
Alex,event_box2,Wow... It's the anniversary of my Mom's death! Have a heart...$a
Alex,event_box3,"I'm glad.^Is that embarrassing to say?$l$bYou... you're different than the other guys. More sensitive.$l^You've become my best friend in the whole town... $b...Thanks, @."
Alex,event_box4,"That doesn't make me feel any better, jerk.$a"
Alex,Event_parents1,That's an interesting thought...
Alex,Event_parents2,They would never do that!$a
Alex,Event_parents3,...Maybe you're right... I dunno.$s
Alex,summer_1,Right now is great because we've got the whole season to look forward to. Catch you later.$eHey. Summer is definitely the best time of year.
Alex,summer_Mon,"Then you'd be able to say you knew me once. Cool, huh?$eThe more I practice this summer, the easier it'll be for me to go pro.$eHey, farmer guy. You look a little burnt.^Hey Farmer girl. You've got a nice tan going.$h"
Alex,summer_Tue,"*sigh*... Life can be tough.$eIf my hair wasn't so popular with the ladies, I swear I'd shave it all off in a second."
Alex,summer_Wed,"No, you'll most likely fail and become a salesman$r 53 -50 summer_Wed_01_03Maybe, if you practice a lot$r 52 0 summer_Wed_01_02You're destined to be a sports legend$r 52 30 summer_Wed_01_01Do you think I'll ever turn pro?$q 52/53 summer_Wed_01_old$bHey farm guy, I've got a question for you.^Hey Farm girl, I've got a question for you."
Alex,summer_Wed_01_old,"Hey, when I turn pro you can say you were my first ""fan"". Not bad, huh?|Hey, I've been practicing twice as hard so I can turn pro and prove you wrong. You just wait.$a$p 52"
Alex,summer_Wed_01_01,"You're cooler than I thought.$eHey, now that's what I'm talking about!$h"
Alex,summer_Wed_01_02,"Yeah, well I'm so good I'm not going to have to practice all that much.$u"
Alex,summer_Wed_01_03,"Get away from me.$a$eThat's insane. You're just jealous that I'm talented and popular and you're not.$a^That's ridiculous. You're just jealous that I'm way more popular than you'll ever be, freak.$a"
Alex,summer_Thu,"Why do you have that look on your face?$eMaybe you'll reach my level some day. Something to look forward to, huh?$eHey, you must be getting pretty strong working on that farm all day.^Hey, you must be getting pretty fit working on that farm all day."
Alex,summer_Fri,I've got more important things to do right now.$eWhat do you want?
Alex,summer_Sat,Damn I could go for a burger.$eMmmm... I smell a barbeque.
Alex,summer_Sun,"...What?$a$eI just threw them into the garbage. I would've donated them but I don't like the idea of some weirdo wearing my shoes, ya know?$bI got these new shoes yesterday 'cuz my old pair had a brown smudge."
Alex,summer_Sun4,"Different people have different tastes I guess.$eOh wow...your shoes are a little dirty... but that's fine, too!"
Alex,summer_Thu4,"All that farm work is paying off, huh?$bHey, you look like you're getting into some good shape this summer!"
Alex,summer_Mon4,"Hey, nice tan."
Alex,summer_Fri6,"It's just hard to always remember to clean. I'm trying to get better, though.$eSorry my room is so messy.$s"
Alex,summer_Wed8,"I like being outdoors and doing things with my hands.$eYou know, I actually wouldn't mind being a farmer... it seems a lot like playing sports, in a way."
Alex,summer_Sat10,I've been trying to do more reading lately... I feel like I've been neglecting my brain for years because of my athletic obsession.
Alex,fall_1,"That's all I care about.$eSure, it's getting colder... But it's still warm enough for sports!"
Alex,fall_Mon,"Studying is for nerds, anyway.$eI was like, '...Grams, don't fret. I'm turning pro!'$h$eMy Grandma told me I should spend more time studying."
Alex,fall_Wed,"It looks like some kind of fungal growth.$r 55 -30 fall_Wed_01_02It looks very fashionable.$r 54 30 fall_Wed_01_01Do you think the ladies like my haircut?^What do you think about my haircut?$q 54/55 fall_Wed_01_old$eHey, I want to ask you something.^Hey, can I ask you something?"
Alex,fall_Wed_01_old,...what?$eDon't touch it!$eI put too much gel in my hair today. It kind of hurts.
Alex,fall_Wed_01_01,"Yeah, I know. That's why I have it like this."
Alex,fall_Wed_01_02,Yeah right. You're just jealous that I look so good.
Alex,fall_Thu,"Oh. It's @? Okay. Sorry.$eIsn't your name, like, %firstnameletter%name, or something?$eWhat's up?"
Alex,fall_Fri,"Need anything else?$eI'm pretty dedicated, aren't I?$h$bI'm going to do two hundred sit-ups tonight."
Alex,fall_Sat,At least that's what I heard.$eI think you can find salmon in the river this time of year.
Alex,fall_Sun,"Sundays are pretty awesome in the fall.$ueHey, the gridball game is on today!"
Alex,fall_Thu2,"What's up, @?"
Alex,fall_Fri6,You have to work really hard if you want to achieve your maximum potential.$eI'm going to do a ton of sit-ups tonight.
Alex,fall_Mon4,Maybe she's right...$s$eMy Grandma told me I should spend more time studying.
Alex,fall_Wed8,I wouldn't want to be friends with someone who only liked me because I have gel in my hair.$eI finally took the plunge... I've decided to stop putting gel in my hair.
Alex,fall_Thu10,@! Um... Hi.$l
Alex,winter_1,I guess some people like it.$eWinter is kind of lame. There's too much snow to do anything fun.
Alex,winter_Mon,You like the snow? Me... I'm just looking forward to spring.
Alex,winter_Tue,"Hey, can you go find Haley and tell her I said 'hi'?"
Alex,winter_Tue_inlaw_Haley,"Oh, hey. How's the married life coming along?$9"
Alex,winter_Wed,"Maybe if I read a book I'd be less bored... nah.$ePeople stay indoors a lot during the winter, and do boring stuff.$s"
Alex,winter_Thu,"Then I won't have to deal with these boring winters.$eWhen I turn pro, I'll be so rich that I'll get a vacation home in the tropics."
Alex,winter_Fri,I guess that makes sense.$eYou came all the way through the snow to see me?
Alex,winter_Sat,I don't get it.$e...like that guy Sebastian. Why does he wear black all the time?$eThere's some weird people living in this town.
Alex,winter_Sun,"This might be my favorite day of the week.eHey, the gridball game is on today!"
Alex,winter_Fri4,That's nice of you.$h$eYou came all the way through the snow to see me?
Alex,winter_Sat6,"I don't always understand why others act the way they do, but that's fine.$bI guess it's interesting that some people are totally different than us, you know?"
Alex,winter_Tue4,"Thanks.$eIf you see Haley, tell her I'm busy.$l$bHey, @. Could you do me a favor?$l"
Alex,winter_Tue4_inlaw_Haley,"I'll admit... I was a little jealous when you and Haley got married. But, hey... It's a chance for me to learn something new about myself.$9"
Alex,winter_Wed8,You know what? I'm going to start reading a book!
Alex,winter_Thu6,I wish I could control the weather.
Alex,winter_Thu10,"That means you, too.$h$eIf I ever make a lot of money, I'll make sure all my friends and family are taken care of."
Elliott,Introduction,"I'm Elliott... I live in the little cabin by the beach. It's a pleasure to meet you.$bAh, the new farmer we've all been expecting... and whose arrival has sparked many a conversation!"
Elliott,Resort_Entering,That was quite the ride!
Elliott,Resort_Leaving,I'll see you back in the valley.
Elliott,Resort_Leaving_2,Hmmm... Perhaps this could make for an interesting novel...$eImagine crawling out of a pocket and finding yourself on a beach hundreds of miles from home!$h$bHopefully a crab hasn't snuck onto my clothes again.$s
Elliott,Resort_Chair,I'm just taking a quick break to slather some coconut oil on my body.$h
Elliott,Resort_Bar,"Heh heh... Never mind!$b*hic*... Oh... I don't have the G.$s$bGus, I'll order a round for everyone!"
Elliott,Resort_Wander,I've heard rumors of pirates coming to shore near here at night. They say it can get pretty wild!
Elliott,Resort,"I must admit, this beach blows my own humble strand out of the water."
Elliott,Resort_2,That's the trouble with relaxing on the beach.$eOh dear! Some seaweed has tangled itself in my hair.
Elliott,danceRejection,Excuse me... not today.$s
Elliott,divorced,Why do you torment me? Can't you see you've shattered all my hopes and dreams?$s$e...$s
Elliott,dumped_Guys,Go away. I can't bear to see you.$s
Elliott,secondChance_Guys,You've hurt me beyond measure... but I'm willing to leave the past behind us.$s
Elliott,breakUp,I suppose there are other horizons to set my eyes upon...$s$bAh... the wilted bouquet. A sight I'd hoped to never see...$s
Elliott,Mon,"I moved here only a year before you.$eI'm kind of new to this town myself, but I really feel at home.$h"
Elliott,Mon4,I hope you've come to think of this place as 'home'.
Elliott,Tue,"Well, I really must get back to my work.$eA great idea can pass through your head when you least expect it... but if your mind is too busy you might miss it."
Elliott,Tue6,"That's why I chose this beach as my home, so that I could have peace and quiet to do my work.$bThe sweet friction of pen and paper is the music of my soul.$u"
Elliott,Wed,The forest is a wonderful place. Have you been there?
Elliott,Wed8,"I don't want to grow old as a lonely hermit on this beach...$s$eI wish there was more certainty about the future.$s$eSorry, I'm feeling morose today.$s"
Elliott,Thu2,I can't seem to find the inspiration to begin writing my novel...$s
Elliott,Thu4,I've been feeling hopeful lately. Perhaps the weather is changing.
Elliott,Thu6,"No, no... I'm not fishing for compliments. Though they are appreciated...$eSometimes I wonder if I might just have an inflated self-image and no real skills...$s"
Elliott,Thu8,It feels good to have a close friend like you.$eIt's a little lonely out here on the beach... so I apologize if I was ever a little too forward with you when we first met. I was just eager to have a friend.$k$1 elliottApol
Elliott,Thu,"Are you well?$eHello, @."
Elliott,Fri,A quick stroll outdoors always invigorates me.$eThe fresh air of this valley is good for body and mind.
Elliott,Fri4,Ah... do not get too close to my hair with a torch...$8
Elliott,Fri8,I'll admit... it takes me several hours each morning to make my hair look this good.
Elliott,Sat,You probably wouldn't like it inside my cabin. It's dark and full of spiders.$s
Elliott,Sat4,Please excuse the sorry state of my cabin.
Elliott,Sat6,"Everyone likes to have friends, even that grumpy blacksmith.$eSome people are shy. Keep showing interest in them and they'll get comfortable around you."
Elliott,Sun,Hello. I hope your new farming life is panning out as you'd hoped?
Elliott,Sun6,"It's always a pleasure to see you.$h$eOh, @! I was hoping you'd show up."
Elliott,event_idea1,"Mystery, huh? It's definitely an exciting genre. I'll remember that."
Elliott,event_idea2,"Ah, one of the classic genres. I'll remember that."
Elliott,event_idea3,I'll remember that.$bI would've never guessed! I suppose even those of the 'earthiest' profession sometimes have their heads in the stars.$h
Elliott,event_boat1,... I was worried you might not feel this way about another man.$l^So am I.$l
Elliott,event_boat2,Oh! I'm so sorry.$8%fork
Elliott,event_toast1,Here's to @!$bWell...okay.
Elliott,event_toast2,Here's to us!$bThat's a great idea!$h
Elliott,event_toast3,Hmmph...forget it.$a
Elliott,event_toast4,"Here's to Pelican Town!$bAh, to a harmonious future for the community... what a virtuous idea."
Elliott,summer_Mon,I'm sorry if that isn't very interesting to you.$eA gentle little sunbeam woke me up this morning. I've never felt so refreshed.$u
Elliott,summer_Mon4,I hope you don't mind.$h$eI know that I am kind of an 'oddball'.
Elliott,summer_Mon6,"@, I know you have faith in my abilities as a writer. That means a lot to me.$h"
Elliott,summer_Tue,I would imagine the rarer varieties to be quite valuable.$eI've encountered some beautiful shells in front of my house.
Elliott,summer_Tue6,"*sigh*...times are changing, though. People don't read anymore.$s$eI write in hopes of connecting with others through time and space.$u"
Elliott,summer_Wed,It's as if your essence is infused into the fruit.$u$eIt must be satisfying to follow your crop from seed to harvest.
Elliott,summer_Thu,That's the trouble with living on the beach.$eOh dear! My shoes are filled with sand.$s
Elliott,summer_Fri,I guess the hot summer air can make us a little dizzy.$b@? You look puzzled.
Elliott,summer_Sat,"The sun is angry today... My skin is a bit too delicate, I'm afraid."
Elliott,summer_Sun,You came all the way here just to talk to me? How kind.$h
Elliott,summer_Sun4,Visit my cabin whenever you like. I could use the company.$h
Elliott,fall_Mon,Make sure and take breaks from your work now and then.$eHello @.
Elliott,fall_Mon4,I'm usually at my house.$eCome visit me if you need a break from your labors.$h
Elliott,fall_Tue,"It's been said that a pirate's ship, full of plundered gold, shipwrecked here a long time ago."
Elliott,fall_Tue8,"So! Tell me about your day.$eMaybe you sensed it.$h$e@, I was just thinking about you.$l"
Elliott,fall_Wed8,"The quiet atmosphere of a farm might be a good source of literary inspiration, don't you think?$h$eI wouldn't mind trying my hand at farming."
Elliott,fall_Thu,That's the trouble with living on the beach.$eOh dear! A tiny crab appears to have made his home in my shirt pocket.$l
Elliott,fall_Fri4,"Sometimes I envy you, @.$eMy legs are stiff from sitting at my writing desk all night.$s"
Elliott,fall_Fri,My legs are stiff from sitting at my writing desk all morning.$s
Elliott,fall_Fri10,"I know... strange, but it's true.$e@, when you're around... I feel unusually creative.$l"
Elliott,fall_Sat,It gets windy this time of year. Marvelous!$h
Elliott,fall_Sun,I have to remember to water my plants today. And not with sea water this time!
Elliott,winter_Mon,I could do with a respite from my lonely labors.$eYou've come to visit me in the cold?
Elliott,winter_Mon4,"I'm honored!$h$e@, you've trudged through the snow to visit me?"
Elliott,winter_Tue,I just go to the grocery store.$s$ePeople have scraped a living off the sea for thousands of years.
