character,scene,dialogue
fall16,Lewis,"If you'd like to participate by setting up a grange display, I've left an empty stand for you. Just let me know after you've set everything up so we can get to the judging. Well @, It's the big day... Our most important festival of the year, the 'Stardew Valley Fair'."
fall16,Clint,"These are some of my finest pieces. I hope you like them. I complain about my job sometimes, but I do take pride in my work."
fall16,Emily,"You know, I would've made a pretty good clown. I think I missed my calling."
fall16,Penny,I won the wheel of chance ten times in a row and now the man won't let me play anymore... 
fall16,Pam,"Better hurry up, kid... Before ol' Pam here fishes every last lunker out of the tent! Hehe. "
fall16,Haley,I already saw her... she told me something... interesting.   Have you been to the fortune teller? She set up her stand in the graveyard.
fall16,Jodi,He doesn't look very happy... I guess Mayor Lewis had to cut costs with a budget clown this year.
fall16,Kent,Pretty disappointing. I'm waiting for this clown to start doing something funny.
fall16,Sam,"The slingshot tent is pretty fun, and if you get good at it you can really rack up the star tokens. Hey @. Having a good time?"
fall16,Leah,I really admire Robin's carpentry skills. I use a lot of the same techniques in my own line of work.
fall16,Shane,All these animals are friendly and love to get massaged.
fall16,Marnie,"Well, maybe the judges will give me bonus points for the massive cheese wheel. I tried my best, but my display is pretty weak compared to Pierre's. "
fall16,Elliott,"I'm trying to get Gus to tell me his sauce recipe, but he won't budge."
fall16,Gus,Oh! Make sure to dribble some of my secret sauce on there. Eat as much as you like! It's all free today... compliments of Mayor Lewis. 
fall16,Dwarf,Rain... It's almost mythical to us. Some of us live our entire lives without ever experiencing it. You say it's raining up above? 
fall16,Wizard,"Was it the school of illusion? Or maybe the Carnival of Secrets? Hmm... That clown... I know him from somewhere. ... Welwick and I have known each other for a long time... she is a remarkable diviner, and a good friend."
fall16,Harvey,"I've got some soul-searching to do... 1 And just a few steps over there, Gus is grilling up a batch of pork ribs... Yikes. "
fall16,Sandy,"I kind of miss the rain, actually...  I heard it's raining back home. Is that why you came here? "
fall16,Jas,Ow! A hen pecked my little finger! 
fall16,Vincent,Moooo!
fall16,Marlon,So do his prices... Clint's blades get sharper every year.
fall16,Willy,"Are you setting up a grange display, @? It's your chance to show off all the good produce from !"
fall16,Leo,Haha! I've never seen anything like this before... 
fall27,name,Spirit's Eve
fall27,conditions,Town/2200 2350
fall27,shop,BO 113 5000 1 O 746 750 5 BL 746 2000 1 BO 47 350 -1 F 2870 4000 -1
fall27,set-up,spirits_eve/-1000 -1000/farmer 12 54 1/changeToTemporaryMap Town-Halloween/loadActors Set-Up/advancedMove Maru true 0 2 2 0 0 3 -11 0 0 -7 5 0 0 2 4 0/advancedMove Alex true -4 0 4 4000 4 0 4 5000/advancedMove Jas true 1 1500 4 1000/advancedMove Pam true 0 1 1 5000 0 -1 1 5000/advancedMove Shane true -7 0 0 2 2 9000 0 -2 7 0 4 9000/advancedMove Demetrius true 3 18000 4 3000/addTemporaryActor Skeleton 16 32 30 59 2 false Monster/advancedMove Skeleton true 0 1 3 4000 2 0 0 -1 4 2000 -1 0 3 1000 2 2000 0 -1 4 4000 -1 0 0 1 2 5000/addTemporaryActor Skeleton 16 32 35 58 2 false Monster/playerControl halloween
fall27,Abigail_spouse,"You'll have to tell me what's beyond, I can't go on... spiders... "
fall27,Leah_spouse,I may have had a little too much pumpkin ale...
fall27,Maru_spouse,I'm confused... you go on ahead and let me figure this out.
fall27,Penny_spouse,Oh... These vapors... Hmmm... You look nice tonight. 
fall27,Haley_spouse,I get scared easily... I think I'm just going to stay right here. 
fall27,Sebastian_spouse,It would be interesting to have one of these on the farm.
fall27,Sam_spouse,"Hey, I was wondering when you'd show up! "
fall27,Harvey_spouse,Hi... I was hoping you'd find me here... 
fall27,Elliott_spouse,Mmph... I believe I've eaten a few too many slices of pumpkin pie.
fall27,Abigail,I can't go on... spiders... 
fall27,Robin,"Well, winter's almost here. It's a great time to stockpile wood and stone."
fall27,Demetrius,I haven't seen Maru in hours... I hope she's alright.
fall27,Maru,"I'm lost...  I think I've already been this way... no, wait... "
fall27,Sebastian,It's pretty cool though. I have no idea how these skeletons are walking... creepy.
fall27,Pierre,??
fall27,Caroline,I get scared very easily. I'll leave the haunted maze to the younger people.
fall27,Linus,"Good show, old friend."
fall27,Alex,There's gotta be a secret passage somewhere around here. There's something weird over there. But how do I get to it?
fall27,George,Hmm... smoked turkey haunch? I guess this festival isn't all bad. 
fall27,Evelyn,"I wish Gus would include a vegetarian option. Some zucchini skewers, maybe?"
fall27,Lewis,"That strange man who lives in the tower set it all up himself. He wouldn't let anyone near while he was working on it. Good evening, @. Have you ventured into the haunted maze yet? It's quite spooky."
fall27,Clint,One of my iridium-infused maces would make quick work of these things.
fall27,Emily,Do you like the jack-o-lanterns? I carved them myself.
fall27,Penny,"The vapor from this cauldron... it's making my head spin, but I can't seem to leave... "
fall27,Pam,"I'll come to any event with free grub! You won't see me in the haunted maze, though."
fall27,Haley,Eek! I'm too scared. 
fall27,Jodi,Vincent's upset that I won't let him go into the haunted maze... but he's just a little boy!
fall27,Kent,"Hey, @. Nice evening, isn't it?"
fall27,Sam,"I could've sworn there was someone ahead of me when I went through the maze, though. Where'd they go? That's odd... It's just a dead end up ahead."
fall27,Leah,"Mm, hi. Sorry... mouth full of blackberries."
fall27,Marnie,"It's starting to get quite cold... crops won't hold out for much longer. Hi, @. Have you had a productive fall?"
fall27,Elliott,"Why, hello @. It's chilly, isn't it?"
fall27,Gus,It's a lot of fun to cook with pumpkin. Such an interesting fruit.
fall27,Dwarf,Rain... It's almost mythical to us. Some of us live our entire lives without ever experiencing it. You say it's raining up above? 
fall27,Wizard,"It was for them that I created this silly maze. The affairs of mundane folk matter little to me, but the elementals like a chance to see you up close."
fall27,Harvey,"The truth is, I got too scared so I came here to hide. Don't tell anyone.  Oh! You found me... "
fall27,Shane,Why is there no more pumpkin ale?
fall27,Sandy,"I kind of miss the rain, actually...  I heard it's raining back home. Is that why you came here? "
fall27,Jas,But Aunt Marnie! I wanna go in the maze! I'm not scared! 
fall27,Vincent,Mother won't let me go in the maze.  
fall27,Marlon,Don't get too close to the cage.
fall27,Leo,'s unblinking eyes are glued to the screen. You're unable to get his attention.
spring13,name,Egg Festival
spring13,conditions,Town/900 1400
spring13,shop,BO 36 400 -1 BO 107 2000 1 O 745 100 -1 BO 184 350 -1 BO 188 350 -1 F 1684 500 -1 F 2624 1000 -1 F 2632 1000 -1
spring13,set-up,fallFest/27 60/farmer 12 54 1/changeToTemporaryMap Town-EggFestival/loadActors Set-Up/advancedMove Vincent true -2 0 0 -2 2 0 0 2/advancedMove Jas true 2 0 0 2 -2 0 0 -2/advancedMove Leo true 0 -2 2 0 0 2 -2 0/advancedMove Pam true 0 -1 3 5000 0 2 3 5000 0 -1 3 4000/advancedMove Clint true 1 7000 0 1 3 7000 0 -1/advancedMove Demetrius true 2 15000 -3 0 0 8 3 20000 0 -8 3 0/advancedMove Willy true 2 25000 -4 0 0 -12 4 0 0 -1 4 30000 0 1 -4 0 0 12 4 0/advancedMove Shane true 4 40000 2 0 0 2 1 35000 0 -2 -2 0/advancedMove Harvey true 0 6 -6 0 0 9 -3 0 3 15000 3 0 0 3 20 0 0 -8 1 0 0 -11 -15 0 0 1 2 30000/playerControl eggFestival
spring13,afterEggHunt,"Now if only I could get you kids to pick up litter this efficiently, we'd have the cleanest town this side of the Gem Sea!  ""/pause 800/playMusic none/speak Lewis ""And now, the winner of this year's egg hunt...""/playMusic none/pause 3000/cutscene eggHuntWinner/null/playMusic event1/pause 500/fork AbbyWin/move Lewis 0 1 2/speak Lewis ""Here's your prize! Enjoy.""/awardFestivalPrize/null/move Lewis 0 -1 0/speak Lewis ""Well, that's it for this year's Egg Festival. Thanks for coming, everyone!""/pause 600/viewport move 1 0 5000/pause 2000/globalFade/viewport -1000 -1000/waitForOtherPlayers festivalEnd/end pause 100/playSound whistle/waitForOtherPlayers endContest/pause 1000/globalFade/viewport -1000 -1000/playMusic event1/loadActors MainEvent/warp farmer1 27 69 /warp farmer2 26 67/warp farmer3 32 67/warp farmer4 28 71/faceDirection farmer1 0/faceDirection farmer2 1/faceDirection farmer3 3/faceDirection farmer4 0/pause 1000/viewport 27 67 true/pause 2000/speak Lewis ""Wow, look at all these eggs! "
spring13,AbbyWin,"pause 100/jump Abigail/faceDirection Vincent 3/pause 800/move Abigail 0 -1 0/faceDirection Vincent 0/speak Lewis ""Here's your prize, Abigail. Enjoy!""/pause 500/move Abigail 0 -1 0/playSound coin/pause 400/move Abigail 0 2 0/faceDirection Lewis 0/speak Lewis ""Well, that's it for this year's Egg Festival. Thanks for coming, everyone!""/pause 1000/viewport move 1 -1 5000/pause 2000/globalFade/viewport -1000 -1000/waitForOtherPlayers festivalEnd/end"
spring13,mainEvent,"pause 500/playMusic none/pause 500/globalFade/viewport -1000 -1000/loadActors MainEvent/warp farmer1 27 69 /warp farmer2 27 67/warp farmer3 32 67/warp farmer4 28 71/faceDirection farmer1 0/faceDirection farmer2 1/faceDirection farmer3 3/faceDirection farmer4 0/pause 1000/viewport 27 67 true unfreeze/pause 2000/speak Lewis ""It's time for the highlight of today's festivities... The Annual Spring Egg Hunt! ""/pause 100/jump Jas/jump Vincent/pause 1000/speak Lewis ""Calm down now, kiddos. You're going to need all your energy if you hope to find the most eggs and take home the exclusive prize.""/pause 100/faceDirection Vincent 3 true/faceDirection Jas 1 true/pause 1000/faceDirection Vincent 0 true/faceDirection Jas 0 /pause 800/faceDirection Lewis 3/faceDirection Lewis 2/faceDirection Lewis 1/faceDirection Lewis 2/pause 800/speak Lewis ""Now... Is everyone ready?""/pause 1000/waitForOtherPlayers startContest/jump Lewis/pause 1000/speak Lewis ""Let the egg hunt begin! ""/advancedMove Maru false -2 0 0 6 -9 0 0 -2 -9 0 0 -1 2 0 0 -12 6 0 0 -7 3 0/advancedMove Abigail false 0 21 -20 0 0 3 7 0 0 -15 -9 0 9 0 0 18/advancedMove Jas false 0 12 8 0 0 10 3 0 0 4 14 0 0 -20 -6 0 0 3/advancedMove Sam false 4 0 0 -4 2 0 0 -4 12 0 0 -6 19 0 0 20 0 -20 0 20/advancedMove Vincent false 0 3 24 0 0 21 9 0 0 4 -20 0 20 0 -20 0/advancedMove Leo false 0 -10 -1 0 0 -3 -6 0 0 -2 -3 0 0 -3 -1 0 0 20 -5 0 0 -10 -2 0/playSound whistle/playMusic tickTock/playerControl eggHunt"
spring13,Abigail_spouse,"Go away, we're adversaries until the egg hunt is over! "
spring13,Leah_spouse,"I never had many friends in town, so these events are always kind of boring for me. I enjoy the buffet, though."
spring13,Maru_spouse,I'm just catching up with Penny. Have you had your fill of eggs?
spring13,Penny_spouse,Maru's trying to convince me to eat a deviled egg. I'm just not sure I can stomach it...
spring13,Haley_spouse,"I was going to eat some eggs, but then I remembered I'm on a spring diet."
spring13,Sebastian_spouse,I'll be rooting for you in the egg hunt. 
spring13,Sam_spouse,The gang's just the same as always. Are you having a good time?
spring13,Alex_spouse,Ungh... I think I ate a dozen too many hard boiled eggs... 
spring13,Harvey_spouse,How is everyone doing? I'm just taking a break for a little while. I'm looking forward to seeing you in the egg hunt!
spring13,Elliott_spouse,"I enjoy seeing you so relaxed, my dear. "
spring13,Abigail,Searching for eggs is like going on a treasure hunt. 
spring13,Robin,Spring is a busy time of year... so it's nice to have a day off to catch up with friends.
spring13,Demetrius,Egg... what a strange thing to eat.
spring13,Maru,I always look forward to these gatherings... it makes the valley feel like a real community.
spring13,Sebastian,Mayor Lewis put an end to that pretty quick. We used to do a rotten egg toss...
spring13,Linus,No one really talks to me... I just come for the deviled eggs.
spring13,Pierre,Don't touch anything. Hey! How'd you get back here? 
spring13,Caroline,"Abby's always loved the egg hunt, ever since she was a tiny girl."
spring13,Alex,I need that protein for my legs. I try to eat at least three eggs every day.
spring13,George,Eggs... why eggs? What's everyone so happy about? Hmmph...
spring13,Evelyn,Tradition connects us with both the past and the future... it's comforting. This festival has been a tradition for as long as I can remember.
spring13,Lewis,"Enjoying yourself, @? "
spring13,Clint,Is there any more food? 
spring13,Penny,The children have been looking forward to this festival for weeks.
spring13,Pam,"Shhh... that's just between you and me, kid. Hehe... I put something nice into the punch. "
spring13,Emily,I've been up since dawn coloring eggs... it's always my favorite part of the season. 
spring13,Haley,This festival is alright... but what I'm really looking foward to is the Flower Dance.
spring13,Jodi,Vincent loves this festival... it's a joy to see him so happy.
spring13,Kent,"I'm not a big fan of eggs, to tell you the truth."
spring13,Marlon,"Even with my bad leg, I never miss a town festival."
spring13,Sam,... ub... my doze... allergies... 
spring13,Leah,Mmmm... This fruit punch is unusually good. 
spring13,Shane,They deserve the best tonight... bowls full of sweet yellow corn!  Our hens have been working overtime to prepare for this festival.
spring13,Marnie,Welcome to the Egg Festival... complements of my wonderful brood of hens.
spring13,Elliott,Taking breaks from work can make you more productive in the long run.
spring13,Gus,"Fried eggs, boiled eggs, poached eggs, deviled eggs, scrambled eggs, chocolate eggs... you name it!  I hope everyone's enjoying the food... I've been cooking for days to get everything ready."
spring13,Dwarf,Rain... it's almost mythical to us. Some of us live our entire lives without ever experiencing it. You say it's raining up above? 
spring13,Wizard,Hmm... And what about raw lizard egg sprinkled with blackened marrow?
spring13,Harvey,Oops... I should take off my Doctor's hat for the time being. 1 Eggs definitely have a place in the well-balanced diet.
spring13,Sandy,"I kind of miss the rain, actually...  I heard it's raining back home. Is that why you came here? "
spring13,Jas,I hope I can find some eggs before Vincent takes them all... 
spring13,Vincent,When does the egg hunt start?! I'm so excited!! 
spring13,Willy,"Well, until summer rolls around. Then the hot air starts to bring out the rotten smell... Hehe.   Sometimes I'll hide an egg too well and no one finds it..."
spring13,???,"Ah, the sewers are flowing quickly today. It'll get nice and humid in here... just how I like it."
spring13,Leo,"Oh well, I'll join in anyway!  The idea of an egg hunt is a little bit weird... but I guess the eggs don't belong to any of my family members... "
spring13,Abigail_y2,"  'Do you think I'm too old to do the egg hunt?_Yes_Hmmph... you sound like my Mom! _No_Yeah, I guess so. If I'm still having fun, why stop?'"
spring13,Robin_y2,"It feels great to be outside again after that long, cold winter, doesn't it?"
spring13,Demetrius_y2,"...What? It is the 'egg' festival, isn't it? Hey @, did you get a taste of my carp roe pie?"
spring13,Maru_y2,Think you'll win the egg hunt this year?
spring13,Sebastian_y2,"You know what? I kind of miss the winter... it's simpler, in a way."
spring13,Linus_y2,I'll just slip in a little later and have some food. I'm eyeing that scrumptious looking pie!
spring13,Pierre_y2,"Trying to make a back-room deal, huh? Hah! I admire your gumption."
spring13,Caroline_y2,"It may be a little boring, but these festivals are a good chance to connect with our neighbors."
spring13,Alex_y2,I wonder what would happen to my arms and legs if I ate thirty eggs a day?
spring13,George_y2,"Evelyn made eggs and leeks for breakfast, so I'm in a good mood. "
spring13,Evelyn_y2,"  'Do you have hens on your farm?_Yes_Oh, good! I'm sure they lay the most delicious eggs... _No_Spring would be a great time to start raising chickens, don't you think?"
spring13,Clint_y2,Oh no... ... It's mostly salad this year... 
spring13,Penny_y2,It would be good for him to feel like he's a contender. Hopefully Vincent will be able to find an egg this year... 
spring13,Pam_y2,"Hey... If you're gonna feed me eggs, I'm gonna need some hot sauce, kid!"
spring13,Emily_y2,This year I sewed little pants and hats for some of the eggs. They look adorable! 
spring13,Haley_y2,Oh! I still need to get my photo taken at the bunny stand. Does my hair look okay?
spring13,Jodi_y2,Kent always seems a little antsy during big gatherings like this...
spring13,Marlon_y2,Have you ever hunted for slime eggs? Now there's a true challenge...
spring13,Leah_y2,Hmm... The punch isn't as good as last year. It's missing something!
spring13,Shane_y2,Some of these eggs were laid just this morning. See? They're still warm!
spring13,Marnie_y2,"That means happier hens and better eggs...  Hens lay the eggs, but roosters play an important role, too... they protect the hens and prevent them from fighting with each other!"
spring13,Elliott_y2,Be careful you don't accidentally take a raven's egg. They'll hold a grudge against you for the rest of their days!
spring13,Gus_y2,"Shh... don't tell anyone, but I tried something different this year... Duck eggs in the custard! "
spring13,Harvey_y2,"Eggs are fine, but I'd advise against eating thirty per day!"
spring13,Jas_y2,I'm going to try my best to win this year!
spring13,Vincent_y2,I want to live inside a big egg!
spring13,Willy_y2,"Aye... on rainy days, you'll find catfish in these waters. They're a challenging catch, but well worth the effort!"
spring24,name,Flower Dance
spring24,conditions,Forest/900 1400
spring24,shop,BO 48 350 -1 BO 192 350 -1 BO 204 350 -1 BO 108 250 -1 BBL 108 1000 1 O 18 50 10 O 22 50 10 BO 137 2500 1 F 1973 800 -1 F 1974 800 -1 F 1820 400 -1 F 1821 400 -1
spring24,set-up,event1/22 22/farmer 76 17 1/changeToTemporaryMap Forest-FlowerFestival/loadActors Set-Up/advancedMove Vincent true -6 0 0 -1 6 0 0 1/advancedMove Jas true 1 0 0 1 -6 0 0 -1 5 0/advancedMove Pam true 2 25000 0 -3 4 0 4 25000 -4 0 0 3/advancedMove Haley true 0 1 2 3000 2 0 0 -1 -2 0 3 500 4 500 1 500 2 500 2 0 1 500 2 500 3 500 4 500 0 2 0 -2 -2 0/advancedMove Caroline true 7 0 0 1 1 18000 0 -1 -7 0 3 18000/advancedMove Willy true 2 25000 -4 0 0 -12 4 0 0 -1 4 30000 0 1 -4 0 0 12 4 0/playerControl flowerFestival
