character,scene,dialogue
Clint,Fri,"The weather doesn't really matter to me. I typically stay near my shop year-round. Depressing, huh?"
Clint,Sat,Sometimes I wonder how I ended up in this town. 
Clint,Sat6,"Damn it, I'm too old to do anything exciting anymore. All I have to look forward to is years and years of sweaty, hot furnace-work."
Clint,Sun,Don't you have work to do?
Clint,Sun4,So how are your tools holding up?
Clint,event_advice1,Okay... I'll keep that in mind.
Clint,event_advice2,That's the problem... I do act natural... but I never have any success. 
Clint,summer_Mon4,"Be glad you're a farmer, @. It's nicer to work outdoors than by a hot furnace all day. I'm only a blacksmith because my father pushed me into it."
Clint,summer_Wed6,"Oh, hi @! Sorry If I look a little messy. I've been working at the furnace all morning. So, did you need anything, or do you just want to visit?"
Clint,summer_Thu,Business has been slow lately. You should upgrade your tools. I could use the cash.
Demetrius,Introduction,"Greetings! I'm Demetrius, local scientist and father. Thanks for introducing yourself! I'm studying the local plants and animals from my home laboratory. Have you met my daughter Maru? She's interested to meet you."
Demetrius,Resort_Entering,I already spotted a rare crab. This place is great. 
Demetrius,Resort_Leaving,I'll be analyzing this data for months.
Demetrius,Resort_Shore," ... whoops, there goes an endangered crab species... ... Oh, nevermind. It was just the empty shell! I can sleep tonight."
Demetrius,Resort_Chair,"Are you having fun, @? You need to remember to take breaks now and then too!"
Demetrius,Resort_Bar,"I usually don't partake... but I'm usually not on a tropical island, either. Hahaha. "
Demetrius,Resort,Can you believe this place? It's teeming with exotic life!
Demetrius,reject_869,"It's a good specimen, but a very common species. You can keep it."
Demetrius,reject_865,Fruit and salt? What an odd combination... 
Demetrius,pamHouseUpgradeAnonymous,Robin won't even tell who paid for Pam's new house! I pretend I'm mad at her but secretly I'm glad she's so loyal to her word... 
Demetrius,Mon,Maru helps me out in the lab sometimes... She's a good kid.
Demetrius,Mon_inlaw_Maru,It's hard to do good science without Maru's help... But her happiness is much more important than my experiment!
Demetrius,Tue,This valley has a very vibrant and diverse ecosystem. That's one reason I was excited to move here.
Demetrius,Wed,"You're probably growing a lot of interesting plants on your farm, huh? Maybe I'll stop by your place some day and check it out."
Demetrius,Thu,"How's the farming business going? It's parsnip season, isn't it? I can imagine it being pretty peaceful, working outdoors with plants all day."
Demetrius,Fri,Robin has a hot temper. It's better to stay on her good side. Don't tell her I said that. 
Demetrius,Sat,"Let's see... If compounds in the rhizosphere contain sufficient levels of Carbon-13, then... Oh! Sorry. I was pondering some data and I didn't notice you there. Do you need anything?"
Demetrius,Sun,"It's good to take a break from work every now and then. I guess that's kind of difficult when you live on a farm, though. Hey, at least in the winter you don't have to worry about crops."
Demetrius,Fri4,"Robin has a hot temper. It's better to stay on her good side. ...now if I could only quantify her mood levels, perhaps I could model the fluctuations using a sinusoidal curve... "
Demetrius,Wed6,Hi @! How are you doing today? I wish I could make your farming job easier somehow.
Demetrius,Event_tomato1,Really? I figured a farmer would know the correct answer... 
Demetrius,Event_tomato2,See? @ agrees with me.
Demetrius,Event_Lab_Silence,"Well, we'd better titrate this solution before it crystallizes on us."
Demetrius,Event_Lab_Rat, ... 
Demetrius,summer_Mon," is deep in thought. Sorry, I'm really busy. There's so many plants to study right now."
Demetrius,summer_Tue,"Make sure to water your plants every day. Although, if you're using water retaining soil you don't need to worry about watering as often. It's pretty convenient."
Demetrius,summer_Thu,"How's the farming business going? It's tomato season, isn't it? I can imagine it being pretty peaceful, working outdoors with plants all day."
Demetrius,summer_Fri," 40#So I heard Maru had you look through that telescope out back.|If you and Maru become friends, I'm sure she'll show you how to use that telescope out back. Pretty exciting, huh?"
Demetrius,summer_Fri_inlaw_Maru,I hope my daughter's keeping up on her math and science!
Demetrius,summer_Sat,"Hmm... If strigolactone levels could be increased, would it have a proportional effect on mycorhizal growth? Oh! Sorry. I was pondering some data and I didn't notice you there. Do you need anything?"
Demetrius,summer_Mon6,"I became a scientist because I wanted to contribute to the progression of our species. Of course, none of this would be possible without farmers such as yourself. "
Demetrius,fall_Mon,During this time of year I divert my attentions to fungi.
Demetrius,fall_Tue,We know a lot about nature thanks to science. But there's always a lot more to learn.
Demetrius,fall_Thu,"How's the farming business going? It's corn season, isn't it? I can imagine it being pretty peaceful, working outdoors with plants all day."
Demetrius,fall_Fri,Maru sure spends a lot of time working on those gadgets of hers. I'm glad she's so dedicated.
Demetrius,fall_Fri_inlaw_Maru,I'm still flabbergasted about Maru's secret robot... was it all a dream?
Demetrius,fall_Sat,Let's see... perhaps the nitrogen fixation level is affected by nematode secretions... Oh! Sorry. I was pondering some data and I didn't notice you there. Do you need anything?
Demetrius,fall_Wed6,Hi @. I'm always glad when you come for a visit. It's nice to have some company after all this lonely lab-work.
Demetrius,winter_Mon,I'm taking a break from my research right now.
Demetrius,winter_Tue,Talk to my wife if you want to increase the size of your house.
Demetrius,winter_Wed,Do you have a kitchen in your house yet? Cooking is kind of like doing lab work.
Demetrius,winter_Thu,Do you have any animals on your farm?
Demetrius,winter_Fri,Hello. seems lost in thought.
Demetrius,winter_Sat,Let's see... if seasonal nitrogen levels could be modeled by a piecewise function... Oh! Sorry. I was analyzing data and I didn't notice you there. Do you need anything?
Demetrius,winter_Sun,Feel free to harvest as much lumber and stone from this area as you please.
Demetrius,winter_Fri4,"Thanks for stopping by. I need to think about something other than legumes for a while. So, what have you been doing lately? That sounds interesting."
Dwarf,Introduction,"Hey, you're pretty good at mining, for a human."
Dwarf,Mon,"I got all this stuff from the surface. I just take it from your people during the night. Hmm? What is this concept you call ""private property""?"
Dwarf,Tue,"Ah... cave carrot stew, cave carrot roast, cave carrot soup and cave carrots au gratin. ...And a ramekin of cave carrot brulee to sweeten the night. What?"
Dwarf,Wed,"Hey, wanna buy something?"
Dwarf,Wed_6,"Long ago, my people knew the secrets of advanced technology. The archaeological evidence proves that. But I wonder where it came from? And where did it all go? I guess some questions will never be answered..."
Dwarf,Thu_4,I feel most comfortable underground. The deeper underground the better.
Dwarf,Fri,"You've never seen a dwarf before, have you?"
Dwarf,Sat_8,"The mines can be a treacherous place. Be careful, friend."
Dwarf,Sat,It's dangerous in the mines. Why don't you buy a few things from my shop to ensure your safety?
Dwarf,Sun,"One day you'll have to tell me about this beverage you call ""milk""."
Dwarf,Thu,"You're not a spy sent by the Shadow People, are you? I'm keeping my eye on you."
Dwarf,Fri_2,Most humans fear the unknown... that's why I've hidden my shop here. Your mining skills prove you're trustworthy.
Evelyn,Introduction,"Why, hello and welcome to our little community, dear! You can call me 'Granny' if you like. "
Evelyn,reject_867,"Oh, I'm sure George would be interested in that!"
Evelyn,reject_866,"That's a very pretty rose, dear. Have you shown it to Emily? It makes me think of her."
Evelyn,pamHouseUpgrade,"Oh, sweetie... that was so nice of you to put Pam up in a beautiful new house! It warms my heart when people take care of each other like that..."
Evelyn,pamHouseUpgradeAnonymous,Call me a silly old fool... but I think I have an idea who paid for Pam's new house... 
Evelyn,MovieInvitation,"Oh my! That's so kind of you, dear. Why yes... I'd love to go to the movies! You go on ahead, and I'll meet you at the theater."
Evelyn,Mon,Oh my! What a lovely day. 
Evelyn,Tue,"Don't mind my husband, George. He isn't very friendly to strangers. If you get to know him better he'll warm up to you. I'm sure you two could become good friends one day! Since you're so interested in my husband I'll let you in on a little secret: he really likes leeks! You can find them in the mountains this time of year."
Evelyn,Wed,"# evelynGarden1#I saw the most beautiful family of butterflies sunning themselves in the town garden yesterday. The good Mayor put me in charge of the town's public gardens. I've been working on the town flower beds for weeks, so don't step on them!"
Evelyn,Thu,I'll be baking cookies today. I like to make flower shapes in the spring. Maybe I'll tell you my recipe one of these days.
Evelyn,Fri,George spends the whole day in front of that darned television set. I wish he'd go outside more. Some fresh air would do him good.
Evelyn,Sat,"I used to love looking at the clouds, but I have trouble seeing them these days. My eyes just don't work as well as they used to. "
Evelyn,Sun,It's nice to be so close to the ocean. The sound of the sea makes going to sleep a lot easier. As kids we hunted for seashells after the tide went out. Those were the days...
Evelyn,Tue6,"It's nice of you to take the time to visit George and I. Without young people around, we'd age much faster. "
Evelyn,Event_cookies1,Thank you! 
Evelyn,Event_cookies2,"What was that, dear? I could've sworn you said 'hockey puck'. My ears aren't what they used to be. "
Evelyn,summer_Mon,I feel more energetic in this wonderful weather. 
Evelyn,summer_Mon_inlaw_Alex,How's my grandson doing? I imagine he's quite happy living on the farm. He deserves to be happy... he's a good boy.
Evelyn,summer_Tue,"George is always a little less grumpy in the summer. The warm weather softens his bones. You might not be able to tell, but I can. I've known him for sixty years!"
Evelyn,summer_Wed,"The good Mayor put me in charge of the town's public gardens. I've been working on the town flower beds for months, so don't step on them!"
Evelyn,summer_Thu,I'm going to bake cookies today. They're coconut wonders shaped like little palm trees! Heehee. Maybe I'll tell you my recipe one of these days.
Evelyn,summer_Sat,"Be careful out there, dear. You could get sunburnt!"
Evelyn,summer_Sun,"Sweet peas are in bloom right now. They've got such a wonderful fragrance, haven't they?"
Evelyn,summer_Thu4,It seems like we always have more visitors when I start baking cookies. My mother taught me the recipe.
Evelyn,fall_Mon,With every year I appreciate the seasons more and more. For young people it's easy to let them slip by.
Evelyn,fall_Tue,I've been putting raisins in George's oatmeal... but he hasn't said a word. I wonder if he even notices these things?
Evelyn,fall_Wed,"The good Mayor put me in charge of the town's public gardens. The fall flowers are delicate, so don't go stomping on them! I know how you kids like to do."
Evelyn,fall_Thu,Today I'm baking cookies. They're shaped like little pumpkins. Maybe I'll tell you my recipe one of these days.
Evelyn,fall_Sat,Are you friends with Alex? Sometime he worries me sick.
Evelyn,fall_Sat_inlaw_Alex,"Oh, hello my dear. I think of you as my own grandson now. ^Oh, hello my dear. I think of you as my own grand-daughter now. "
Evelyn,fall_Sun,"My eyesight may be poor, but my nose hasn't failed me yet! I can smell fallen leaves and mushrooms. It reminds me of the forests I used to play in as a girl."
Evelyn,winter_Mon,"Be careful you don't slip on the ice, dear."
Evelyn,winter_Tue,"Aren't you cold? You should wear a thicker jacket, my dear! This weather isn't good for my joints... "
Evelyn,winter_Wed,"I usually tend to the gardens, but they're covered in snow. I still like to check up on them now and then."
Evelyn,winter_Sat,"We've lived here for over 30 years. We've seen a lot of people come and go. Your grandfather, for one. Bless him... "
Evelyn,winter_Sat6,Oh... my dear. You have your grandfather's eyes... Yes... yes... I knew him very well.
Evelyn,winter_Sun,You should make some hot soup to stay warm. And make sure you wear a jacket!
Evelyn,winter_Sat8,"@, have I told you that George and I have lived in our house for 30 years? I hope you stay here for a while. "
George,Introduction,"Hmmph... It's irritating to have to meet all these new people, huh? Name's George, by the way. Now buzz off... Hmmph."
George,accept_867,"What's this? Hmmph... so you push this button first? What's this button do? Hmmph... Hehe! Well, how about that! It's a new channel! Here, take this. It's a stone I found when I was a coal miner back in the day. Funny thing, it's glowed blue and stayed cold for over forty years. Like magic!"
George,pamHouseUpgrade,"Thanks for replacing that beat up old trailer... the new house is much nicer to look at. You know, I'll bet it increases the value of our property too!"
George,pamHouseUpgradeAnonymous,Welp... that new house blocks my view of the river a little... but it sure looks nicer than that old tin can Pam was livin' in.
George,MovieInvitation,You wanna see a movie with an old geezer like me? ...Well... okay. I'll meet you there.
George,joja_Begin,"So... the old Community Center is gone, huh? Whatever happened to small-town values? It's a shame how times have changed..."
George,Mon,"I'm not much of a talker. Especially not to strangers, if you don't mind me saying."
George,Tue,Hmmph... Looks like another gloomy day. 
George,Wed,Alex is my grandson. Have I told you that already? Huh? Speak up.
George,Wed_inlaw_Alex,"How can two men get married? It's unnatural... Hmmph. I guess I'm just ""old fashioned""...^You're part of the family, now. I'm glad that my grandson found such a nice wife."
George,Wed10_inlaw_Alex,"I'll admit, I thought it was... strange... for two men to be together. But you're such a nice young man, and I know you two are in love... I've changed my mind.^You're part of the family, now... and I couldn't be more proud."
George,Thu,"I can't talk right now, young man.^I can't talk right now, miss. My favorite program is on."
George,Fri,"So you're a farmer, huh? At least it's honest work."
George,Sat,"The weekend is no different than any other time, for me. That's how it is when you're retired."
George,Sun,Aren't you cold? They don't make sweaters like they used to. 
George,Mon6,I'm surprised you want to be friends with an old-timer like me.
George,Thu6,"Hello, @. Wanna watch the TV with me?"
George,Fri4,My grand-pap was a farmer. It's a respectable profession. If I wasn't so darned old I'd come to your farm and show you a thing or two...
George,Wed8,I wish my legs worked so I could play catch with Alex. That'll never happen. 
George,Fri8,I've been thinking...Maybe I've been a little bit of a grouch. I used to think no one cared about us old folks.
George,Fri10,"You know, I really have been a grumpy old man to everyone. But now I feel like I'm softening up like an old ripe fruit. Hehe! Take care, son.^Take care, hun."
George,Wed10,@! Let me turn off this darned television and we can have a little chat. So what are the young people doing these days?
George,Tue10,"You know, I shouldn't get too depressed about my legs. I should just be happy that I'm alive. "
George,Thu10,"When you get as old as me it's a lot harder to adjust to new things. One day you'll know what I mean. Go on, enjoy yourself while you're still young."
George,winter_1,Ohh... It's so cold. When you're young the cold doesn't bite as hard.
Gus,Introduction,"Well hello there! I'm Gus, chef and owner of the Stardrop Saloon. Stop in if you need any refreshments. I've always got hot coffee and cold beer at the ready. "
Gus,accept_865, sniff slurp slurp* ... that zesty taste! That gritty texture! It can only be gourmet tomato salt! I'll trade you for it.
Gus,Resort_Entering,"Hey, @! Glad you're here. I'm gonna be serving up some good stuff from behind the bar."
Gus,Resort_Leaving,"I'll see you back home, @."
Gus,Resort,Meet me at the bar if you need a beverage.
Gus,IslandSouth_14_21,"Hey, need a drink? I've got some special beverages that showcase local ingredients from this island. "
Gus,willyCrabs,These might be the best crab cakes I've ever made...
Gus,Mon,"Yeah, I know a lot about the people living here. That's one of the benefits of being a bartender. Sometimes I hear too much..."
Gus,pamHouseUpgrade,"Hey. I heard what you did for Pam. That was really really nice of you! Sadly, I don't think it will get her to cut back on the 'beverages'..."
Gus,pamHouseUpgradeAnonymous,"I saw Pam earlier today... she was grinning from ear to ear! She said someone bought her a new house! Whoever it was, they truly deserve the best! "
Gus,Saloon,Good evening. Can I get you anything?
Gus,Saloon4,Good evening. Make yourself at home.
Gus,SeedShop_Entry,"Hi, Pierre!/Now, what do I need.../Ah, that looks good!/Makin' my special sauce tonight!/Pierre! What's fresh?/Pierre! Waddya got for me?"
Gus,Saloon8,Hi there @. I'm glad to see you! You're always welcome here.
Gus,Saloon_Tue,Hi! Please relax and enjoy yourself.
Gus,Saloon_Thu,"Hey, you look like you could use a beverage."
Gus,Saloon_Fri,Business has been really good tonight. I'm pleased.
Gus,Tue,"I sell different dishes each week, so make sure and check in every now and then! You might taste something spectacular. Just let me know if you have any allergies. Okay, see you around."
Gus,Wed,Emily's been working here for a while now. I don't know what I'd do without her! I would hate to have to clean all those pots by myself. 
Gus,Thu,Pam and Clint come into the saloon almost every night. I'd probably go out of business if they stopped coming. So make sure you don't drive them away!
Gus,Thu6,"Clint comes into the saloon almost every night and sits at the same table by himself. Sometimes he glances over at Emily with a nervous look. Hmmm. Maybe that's why he comes in so often. Oh well, that means more business for me."
Gus,Thu8,"Pam comes into the saloon almost every night and drinks way too much beer. Ah well, I shouldn't pass judgement on my customers."
Gus,Fri,"Hi there, @. If you're ever thirsty, the Saloon is the place to be."
Gus,Fri4,I don't actually drink very much myself. I'm mainly doing this to make a living. Although I do enjoy a taste of the Stardew Valley vintage from time to time.
Gus,Sat,"Are you much of a chef, @? If you have a kitchen and some recipes, you can cook some useful dishes. Home-cooked meals make great gifts, as well."
Gus,Sun,Business has been pretty steady thanks to my regular customers.
Jas,Introduction,... Hi... 
Jas,Resort_Entering,I see a crab!
Jas,Resort_Leaving,I've got sand in my shoe... 
Jas,Resort_Shore,I'm collecting seashells... I'm gonna make a necklace!
Jas,Resort,"Aunt Marnie told me not to get burnt... But when I walk fast, it feels cool, so I think I'll be okay. "
Jas,reject_869,"Ew, gross! "
Jas,Mon,Oh...Are you looking for Aunt Marnie? 
Jas,Mon4,"Hi, Mr. @.^Hi, Ms. @. It's fun to live on a farm. "
Jas,Tue,What? ...hi.
Jas,Tue6,You can play with my dolls if you want to. Just make sure to brush their hair when you're done.
Jas,Wed,... 
Jas,Wed2,...Hi. 
Jas,Wed4,Aunt Marnie won't let me go out after 6 o'clock. It's not fair! I'm not afraid of the dark anymore!
Jas,Thu,I'm not supposed to talk to strangers... 
Jas,Thu2,Miss Penny is teaching me how to write in cursive. She has such pretty handwriting.
Jas,Fri,... I don't know you. 
Jas,Fri2,Do you like my bow?
Jas,Fri4,I like living on the farm... my favorite is the fresh ice cream from our cows' milk.
Jas,Sat,You smell like grass. 
Jas,Sat2,Sometimes I look for crawdads in the river. Don't tell Aunt Marnie... but I fed one to a cow once. She loved it.
Jas,Sat8,"You're always so nice to me, Mr. @ ^You're always so nice to me, Ms. @. Grown-ups are usually mean and boring, but you're different."
Jas,Sun,Um... d...do you want something? I'm not supposed to talk to strangers. 
Jas,Sun2,"Shane's gone a lot, and Aunt Marnie is busy all the time... so I have to invent my own games. I'm thankful for all my toys. "
Jas,Sun10,Did you know Shane's my godfather? He was a friend of my parents. ...they died. 
Jodi,Introduction,"Oh! You aren't exactly how I imagined... but that's okay! I'm Jodi. It's a quiet little town, so it's very exciting when someone new moves in! Having a farmer around could really change things."
Jodi,Resort_Entering,What a treat!
Jodi,Resort_Leaving,I think I'll make seafood tonight. 
Jodi,Resort,The view is breathtaking! Deep blue as far as the eye can see...
Jodi,Resort_Bar,We all love it when Gus shows up.
Jodi,reject_864,What's this? It looks like one of Kent's buddies from the war. Maybe you should show it to him?
Jodi,Mon,Maintaining a household is difficult work... but somebody has to do it. Yes?
Jodi,Mon6,It's nice to have a family... but I'd be lying if I said I never miss the freedom of being young... 
Jodi,21,"My husband Kent is a soldier, working overseas. That's why he's not here right now. I know he'll come back safe once his tour is over!! Need something?"
Jodi,Tue,"Exercise is important for staying healthy. I always make sure to set aside some time for it. As a parent, I don't have much time to devote to myself. So I try and make every minute count."
Jodi,Wed4,"I wish I could spend more time outside, but there's so much work to do. I started wearing rubber gloves to keep my hands soft. The older you get, the more work you have to do to stay healthy. Ok, bye!"
Jodi,Wed,What did you say? It's already? My goodness! I still have tons of work to do! 
Jodi,Thu6,"Where does all the time go? I remember when Sam was a little baby wearing diapers. He was such a cute little kid. Don't tell him I said that. You must really like talking to me, huh?"
Jodi,Thu,"So you're a farmer, huh? Interesting.# .5#I've never met a farmer before. Maybe some day you can teach me how to grow vegetables. "
Jodi,Fri," Joja#The food at JojaMart might not be the healthiest for my family, but with such low prices you'd be crazy to shop anywhere else!|The food at Pierre's is so much fresher and healthier than anything I ever bought at JojaMart. I do miss those cheap Joja prices, though."
Jodi,Sat,Hi. Need something?
Jodi,Sat4,"I'm so glad you're trying to improve that old farm. Once you've got everything in order, it's going to add a lot to our community! It's going to be a lot of work for you, though. Bye."
Jodi,Mon2," kent#Yesterday I visited Yoba's Altar to give thanks for my husband's safe return.|Yesterday I visited Yoba's Altar to ask for my husband's safe return. I'm trying to stay positive, but it's hard sometimes. "
Jodi,Sun,"# .5#I'm taking a break from house chores today. I'm taking the day off. If I don't spend any time outside, I'll go crazy! Plus I don't want my legs to turn soft."
Jodi,Sun8,"I had a dream that I had complete freedom, no obligation to anyone but myself... ...Then I woke up and realized I had a full day of house chores ahead of me... But I don't regret having a family, @... Sam and Vincent mean everything to me!"
Jodi,summer_Mon,"Summer is nice, but it also means more work. I'll have to keep the garden in shape on top of working in the house!"
Jodi,summer_Tue,Hello. Do you need something? I'm a little busy.
Jodi,summer_Tue_inlaw_Sam,How's my little Sammy doing on the old farm? 
Jodi,summer_Thu,"Housework is frustrating because you're never finished. The day after I sweep the floor, it's dirty again."
Jodi,summer_Sun,What in the world am I going to make for dinner? ...
Jodi,fall_Thu,"Maybe I've spoiled the boys a bit. They've never had to do any chores. I guess I want them to be able to enjoy their childhood while they still can. Well, Sam's basically a man now, though. I hope he hasn't grow up to be lazy. That won't do. Being a parent isn't very easy."
Jodi,fall_Thu_inlaw_Sam,"Is Sam just bumming around the farm, or is he contributing?"
Jodi,fall_Sun,Caroline and I are good friends. I tell her everything.
Jodi,fall_Sun2,"When you become a parent, you have to leave your old lifestyle behind. Maybe that's not entirely true... but if you're not careful, it will happen."
Jodi,winter_Mon,I loved playing in the snow when I was a kid. The great thing about being a mother is that I get to enjoy it again. 
Jodi,winter_Tue,Hi. Do you get tired of people asking about your farm all the time? I think I would.
Jodi,winter_Tue6, ... Sometimes I dream about life on my own... without a family to look after. Is that horrible? Don't tell anyone. 
Jodi,winter_Wed2,What do I do for fun? Hmm... That's a good question. I like sleeping. 
Jodi,winter_Wed4_2,"Kent has been home for a while now, but he still seems uneasy. "
Jodi,winter_Thu,Sam makes a lot of noise with that music of his. I hope it doesn't disturb the neighbors.
Jodi,winter_Thu_inlaw_Sam,"How's Sam doing? I have to admit, there's less cooking and cleaning to do since he moved out..."
Jodi,winter_Thu8,"We kind of rushed into our marriage, with Kent being a soldier and all... I hardly got a taste of youth and freedom, and now it's too late to ever go back. I can't believe I'm saying this to you. "
Jodi,winter_Fri,It would be nice to take a vacation once in a while... 
Jodi,winter_Sun,"If I was rich the first thing I'd do would be to hire a maid and a chef. My goodness, that would be nice! "
Kent,Mon,"Hello, farmer. I've been gone so long... I feel like a stranger."
Kent,Resort_Entering,"Hey, @. Nice to see you."
Kent,Resort_Leaving,Time to head home.
Kent,Resort_Shore,Standing on this beach... I feel a rare sense of peace. The ocean is a very special thing.
Kent,Resort_Chair,This is a great place to bond with the family. I really appreciate you fixing it up.
Kent,Resort_Bar,Just getting some water.
Kent,Resort,The boat ride was fun. I even got to use some of my nautical training to help navigate. 
Kent,MovieInvitation,Erm... okay. Thank you. I'll meet you there. 
Kent,accept_864,"...! ...Where did you find this? ... This man... We fought together in the war, @. He was like a brother to me. But... only one of us made it back. He never lost his courage, though. Even in the face of death. A true hero... I'll never forget him. Thanks for bringing me this... It means a lot to me. Here, take this. It's been sitting in the back of our cupboard for years, and we've never used it."
Kent,reject_865,"Yep... It's been tightly sealed, so the flavor should still be really potent."
Kent,Mon4,I don't know if I'll ever get used to being back home. The peacefulness of the town feels like a mask. That's probably just me though.
Kent,Tue,"Things haven't changed much since I've been gone. Well, except that you're here."
